platform,level,repetition,sample_size,seed,B_upper_us,C_upper_us,n_baseline,n_early,n_late_band,D821_us
ESP32 deep,44,57,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,58,250,204907,21520.0,8956.0,66,23,21,7365440.0
ESP32 deep,44,58,500,204907,21520.0,10555.0,117,53,46,8676620.0
ESP32 deep,44,58,1000,204907,21521.0,10555.0,228,119,78,8676621.0
ESP32 deep,44,58,2000,204907,21521.0,10555.0,453,226,151,8676621.0
ESP32 deep,44,58,5000,204907,21522.0,10556.0,1155,564,386,8677442.0
ESP32 deep,44,58,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,59,250,204907,21520.0,8947.0,42,34,16,7358060.0
ESP32 deep,44,59,500,204907,21521.0,8956.0,102,56,37,7365441.0
ESP32 deep,44,59,1000,204907,21521.0,8958.0,222,111,78,7367081.0
ESP32 deep,44,59,2000,204907,21521.0,10556.0,447,222,153,8677441.0
ESP32 deep,44,59,5000,204907,21522.0,10556.0,1173,537,338,8677442.0
ESP32 deep,44,59,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,60,250,204907,21521.0,8951.0,55,27,18,7361341.0
ESP32 deep,44,60,500,204907,21521.0,8953.0,109,57,37,7362981.0
ESP32 deep,44,60,1000,204907,21521.0,8957.0,229,97,76,7366261.0
ESP32 deep,44,60,2000,204907,21521.0,10555.0,456,221,131,8676621.0
ESP32 deep,44,60,5000,204907,21521.0,10556.0,1188,522,362,8677441.0
ESP32 deep,44,60,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,61,250,204907,21521.0,8957.0,64,24,26,7366261.0
ESP32 deep,44,61,500,204907,21521.0,8957.0,122,48,42,7366261.0
ESP32 deep,44,61,1000,204907,21521.0,8957.0,244,108,79,7366261.0
ESP32 deep,44,61,2000,204907,21521.0,10555.0,449,220,156,8676621.0
ESP32 deep,44,61,5000,204907,21521.0,10556.0,1146,519,371,8677441.0
ESP32 deep,44,61,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,62,250,204907,21520.0,8955.0,62,25,14,7364620.0
ESP32 deep,44,62,500,204907,21520.0,8957.0,106,51,38,7366260.0
ESP32 deep,44,62,1000,204907,21521.0,10547.0,225,99,68,8670061.0
ESP32 deep,44,62,2000,204907,21521.0,10547.0,454,203,160,8670061.0
ESP32 deep,44,62,5000,204907,21522.0,10556.0,1149,538,361,8677442.0
ESP32 deep,44,62,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,63,250,204907,21520.0,10550.0,60,19,21,8672520.0
ESP32 deep,44,63,500,204907,21520.0,10550.0,109,50,39,8672520.0
ESP32 deep,44,63,1000,204907,21520.0,10550.0,210,108,69,8672520.0
ESP32 deep,44,63,2000,204907,21520.0,10555.0,441,224,123,8676620.0
ESP32 deep,44,63,5000,204907,21520.0,10556.0,1149,532,318,8677440.0
ESP32 deep,44,63,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,64,250,204907,21520.0,8946.0,63,32,18,7357240.0
ESP32 deep,44,64,500,204907,21520.0,8949.0,120,62,35,7359700.0
ESP32 deep,44,64,1000,204907,21520.0,8952.0,230,112,68,7362160.0
ESP32 deep,44,64,2000,204907,21522.0,8958.0,437,221,141,7367082.0
ESP32 deep,44,64,5000,204907,21522.0,10556.0,1160,536,339,8677442.0
ESP32 deep,44,64,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,65,250,204907,21520.0,8956.0,61,25,14,7365440.0
ESP32 deep,44,65,500,204907,21520.0,8956.0,125,51,32,7365440.0
ESP32 deep,44,65,1000,204907,21521.0,8957.0,245,120,65,7366261.0
ESP32 deep,44,65,2000,204907,21521.0,8958.0,459,234,143,7367081.0
ESP32 deep,44,65,5000,204907,21521.0,8958.0,1151,553,368,7367081.0
ESP32 deep,44,65,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,66,250,204907,21520.0,8955.0,58,24,24,7364620.0
ESP32 deep,44,66,500,204907,21520.0,8955.0,112,47,35,7364620.0
ESP32 deep,44,66,1000,204907,21521.0,8955.0,232,98,75,7364621.0
ESP32 deep,44,66,2000,204907,21521.0,8957.0,476,199,130,7366261.0
ESP32 deep,44,66,5000,204907,21521.0,10548.0,1128,531,360,8670881.0
ESP32 deep,44,66,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,67,250,204907,21520.0,8951.0,63,32,18,7361340.0
ESP32 deep,44,67,500,204907,21520.0,8957.0,114,61,30,7366260.0
ESP32 deep,44,67,1000,204907,21520.0,10555.0,222,112,64,8676620.0
ESP32 deep,44,67,2000,204907,21520.0,10555.0,437,218,149,8676620.0
ESP32 deep,44,67,5000,204907,21522.0,10555.0,1157,535,353,8676622.0
ESP32 deep,44,67,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,68,250,204907,21520.0,8953.0,56,26,22,7362980.0
ESP32 deep,44,68,500,204907,21520.0,8953.0,123,52,39,7362980.0
ESP32 deep,44,68,1000,204907,21520.0,8957.0,241,104,80,7366260.0
ESP32 deep,44,68,2000,204907,21520.0,8957.0,494,210,153,7366260.0
ESP32 deep,44,68,5000,204907,21521.0,10548.0,1216,527,352,8670881.0
ESP32 deep,44,68,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,69,250,204907,21521.0,8940.0,61,30,14,7352321.0
ESP32 deep,44,69,500,204907,21521.0,8950.0,120,56,39,7360521.0
ESP32 deep,44,69,1000,204907,21521.0,10555.0,246,104,80,8676621.0
ESP32 deep,44,69,2000,204907,21522.0,10555.0,467,206,153,8676622.0
ESP32 deep,44,69,5000,204907,21522.0,10556.0,1181,516,358,8677442.0
ESP32 deep,44,69,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,70,250,204907,21520.0,8957.0,60,30,20,7366260.0
ESP32 deep,44,70,500,204907,21520.0,8957.0,113,53,36,7366260.0
ESP32 deep,44,70,1000,204907,21520.0,10546.0,229,108,82,8669240.0
ESP32 deep,44,70,2000,204907,21521.0,10546.0,443,203,162,8669241.0
ESP32 deep,44,70,5000,204907,21522.0,10548.0,1163,517,352,8670882.0
ESP32 deep,44,70,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,71,250,204907,21520.0,10547.0,72,21,18,8670060.0
ESP32 deep,44,71,500,204907,21520.0,10547.0,113,50,34,8670060.0
ESP32 deep,44,71,1000,204907,21521.0,10548.0,211,112,71,8670881.0
ESP32 deep,44,71,2000,204907,21521.0,10548.0,460,227,144,8670881.0
ESP32 deep,44,71,5000,204907,21522.0,10556.0,1166,516,350,8677442.0
ESP32 deep,44,71,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,72,250,204907,21520.0,8956.0,62,23,15,7365440.0
ESP32 deep,44,72,500,204907,21521.0,8956.0,115,47,32,7365441.0
ESP32 deep,44,72,1000,204907,21521.0,10550.0,218,99,80,8672521.0
ESP32 deep,44,72,2000,204907,21521.0,10550.0,447,206,158,8672521.0
ESP32 deep,44,72,5000,204907,21521.0,10551.0,1160,524,369,8673341.0
ESP32 deep,44,72,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,73,250,204907,21520.0,8956.0,52,24,16,7365440.0
ESP32 deep,44,73,500,204907,21520.0,10547.0,103,58,38,8670060.0
ESP32 deep,44,73,1000,204907,21520.0,10547.0,215,101,64,8670060.0
ESP32 deep,44,73,2000,204907,21521.0,10547.0,462,211,132,8670061.0
ESP32 deep,44,73,5000,204907,21521.0,10548.0,1175,525,366,8670881.0
ESP32 deep,44,73,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,74,250,204907,21520.0,8956.0,50,31,20,7365440.0
ESP32 deep,44,74,500,204907,21520.0,8956.0,103,59,39,7365440.0
ESP32 deep,44,74,1000,204907,21521.0,10556.0,217,113,76,8677441.0
ESP32 deep,44,74,2000,204907,21521.0,10556.0,449,220,160,8677441.0
ESP32 deep,44,74,5000,204907,21522.0,10556.0,1143,544,361,8677442.0
ESP32 deep,44,74,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,75,250,204907,21520.0,8955.0,64,22,17,7364620.0
ESP32 deep,44,75,500,204907,21520.0,8955.0,117,58,38,7364620.0
ESP32 deep,44,75,1000,204907,21522.0,10546.0,222,116,69,8669242.0
ESP32 deep,44,75,2000,204907,21522.0,10555.0,470,225,145,8676622.0
ESP32 deep,44,75,5000,204907,21522.0,10556.0,1175,549,360,8677442.0
ESP32 deep,44,75,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,76,250,204907,21521.0,8951.0,45,31,16,7361341.0
ESP32 deep,44,76,500,204907,21521.0,10548.0,102,60,36,8670881.0
ESP32 deep,44,76,1000,204907,21521.0,10548.0,232,112,66,8670881.0
ESP32 deep,44,76,2000,204907,21521.0,10548.0,476,206,131,8670881.0
ESP32 deep,44,76,5000,204907,21521.0,10556.0,1193,526,345,8677441.0
ESP32 deep,44,76,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,77,250,204907,21520.0,8945.0,56,29,19,7356420.0
ESP32 deep,44,77,500,204907,21521.0,10546.0,109,59,35,8669241.0
ESP32 deep,44,77,1000,204907,21521.0,10555.0,232,103,80,8676621.0
ESP32 deep,44,77,2000,204907,21521.0,10555.0,457,206,159,8676621.0
ESP32 deep,44,77,5000,204907,21521.0,10556.0,1141,494,377,8677441.0
ESP32 deep,44,77,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,78,250,204907,21516.0,8947.0,54,38,11,7358056.0
ESP32 deep,44,78,500,204907,21520.0,8958.0,106,63,29,7367080.0
ESP32 deep,44,78,1000,204907,21521.0,10547.0,211,124,55,8670061.0
ESP32 deep,44,78,2000,204907,21521.0,10547.0,450,238,135,8670061.0
ESP32 deep,44,78,5000,204907,21521.0,10556.0,1173,549,334,8677441.0
ESP32 deep,44,78,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,79,250,204907,21520.0,8952.0,51,22,17,7362160.0
ESP32 deep,44,79,500,204907,21520.0,8957.0,100,46,37,7366260.0
ESP32 deep,44,79,1000,204907,21521.0,8957.0,227,89,76,7366261.0
ESP32 deep,44,79,2000,204907,21521.0,10547.0,462,189,146,8670061.0
ESP32 deep,44,79,5000,204907,21521.0,10551.0,1160,496,359,8673341.0
ESP32 deep,44,79,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,80,250,204907,21520.0,8957.0,62,19,22,7366260.0
ESP32 deep,44,80,500,204907,21521.0,8957.0,124,46,39,7366261.0
ESP32 deep,44,80,1000,204907,21521.0,8957.0,233,93,77,7366261.0
ESP32 deep,44,80,2000,204907,21522.0,10550.0,463,208,152,8672522.0
ESP32 deep,44,80,5000,204907,21522.0,10556.0,1157,515,375,8677442.0
ESP32 deep,44,80,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,81,250,204907,21520.0,10555.0,59,25,15,8676620.0
ESP32 deep,44,81,500,204907,21520.0,10555.0,117,57,34,8676620.0
ESP32 deep,44,81,1000,204907,21520.0,10555.0,213,125,63,8676620.0
ESP32 deep,44,81,2000,204907,21521.0,10556.0,429,224,134,8677441.0
ESP32 deep,44,81,5000,204907,21522.0,10556.0,1159,533,346,8677442.0
ESP32 deep,44,81,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,82,250,204907,21520.0,8956.0,57,33,21,7365440.0
ESP32 deep,44,82,500,204907,21520.0,10555.0,116,54,35,8676620.0
ESP32 deep,44,82,1000,204907,21522.0,10555.0,222,110,79,8676622.0
ESP32 deep,44,82,2000,204907,21522.0,10555.0,450,202,155,8676622.0
ESP32 deep,44,82,5000,204907,21522.0,10556.0,1174,525,358,8677442.0
ESP32 deep,44,82,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,83,250,204907,21521.0,10546.0,63,29,15,8669241.0
ESP32 deep,44,83,500,204907,21521.0,10546.0,123,54,33,8669241.0
ESP32 deep,44,83,1000,204907,21521.0,10547.0,245,103,68,8670061.0
ESP32 deep,44,83,2000,204907,21521.0,10547.0,477,213,133,8670061.0
ESP32 deep,44,83,5000,204907,21521.0,10556.0,1169,527,371,8677441.0
ESP32 deep,44,83,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,84,250,204907,21521.0,8951.0,62,26,13,7361341.0
ESP32 deep,44,84,500,204907,21521.0,8952.0,128,51,27,7362161.0
ESP32 deep,44,84,1000,204907,21521.0,8953.0,232,109,68,7362981.0
ESP32 deep,44,84,2000,204907,21521.0,10550.0,448,209,140,8672521.0
ESP32 deep,44,84,5000,204907,21521.0,10550.0,1174,523,349,8672521.0
ESP32 deep,44,84,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,85,250,204907,21521.0,8951.0,53,26,17,7361341.0
ESP32 deep,44,85,500,204907,21521.0,8951.0,115,51,38,7361341.0
ESP32 deep,44,85,1000,204907,21521.0,8957.0,248,93,76,7366261.0
ESP32 deep,44,85,2000,204907,21521.0,10550.0,469,206,157,8672521.0
ESP32 deep,44,85,5000,204907,21522.0,10556.0,1166,524,380,8677442.0
ESP32 deep,44,85,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,86,250,204907,21520.0,8949.0,49,23,13,7359700.0
ESP32 deep,44,86,500,204907,21520.0,8951.0,108,56,31,7361340.0
ESP32 deep,44,86,1000,204907,21520.0,8958.0,218,106,66,7367080.0
ESP32 deep,44,86,2000,204907,21522.0,8958.0,462,212,149,7367082.0
ESP32 deep,44,86,5000,204907,21522.0,8958.0,1172,535,348,7367082.0
ESP32 deep,44,86,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,87,250,204907,21520.0,8955.0,68,27,19,7364620.0
ESP32 deep,44,87,500,204907,21521.0,10546.0,118,57,31,8669241.0
ESP32 deep,44,87,1000,204907,21521.0,10546.0,225,116,75,8669241.0
ESP32 deep,44,87,2000,204907,21521.0,10546.0,465,219,139,8669241.0
ESP32 deep,44,87,5000,204907,21522.0,10550.0,1166,560,358,8672522.0
ESP32 deep,44,87,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,88,250,204907,21520.0,8950.0,54,28,14,7360520.0
ESP32 deep,44,88,500,204907,21520.0,8953.0,120,52,37,7362980.0
ESP32 deep,44,88,1000,204907,21520.0,8954.0,225,108,76,7363800.0
ESP32 deep,44,88,2000,204907,21522.0,8957.0,453,219,142,7366262.0
ESP32 deep,44,88,5000,204907,21522.0,10547.0,1152,541,368,8670062.0
ESP32 deep,44,88,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,89,250,204907,21520.0,10550.0,52,37,27,8672520.0
ESP32 deep,44,89,500,204907,21521.0,10550.0,114,67,48,8672521.0
ESP32 deep,44,89,1000,204907,21521.0,10550.0,228,114,81,8672521.0
ESP32 deep,44,89,2000,204907,21521.0,10551.0,452,224,148,8673341.0
ESP32 deep,44,89,5000,204907,21521.0,10551.0,1160,540,360,8673341.0
ESP32 deep,44,89,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,90,250,204907,21521.0,8953.0,68,27,20,7362981.0
ESP32 deep,44,90,500,204907,21521.0,8953.0,124,60,40,7362981.0
ESP32 deep,44,90,1000,204907,21521.0,8956.0,248,115,75,7365441.0
ESP32 deep,44,90,2000,204907,21522.0,10550.0,476,221,153,8672522.0
ESP32 deep,44,90,5000,204907,21522.0,10556.0,1200,527,352,8677442.0
ESP32 deep,44,90,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,91,250,204907,21521.0,8955.0,49,36,21,7364621.0
ESP32 deep,44,91,500,204907,21521.0,8957.0,107,67,39,7366261.0
ESP32 deep,44,91,1000,204907,21521.0,10547.0,220,116,73,8670061.0
ESP32 deep,44,91,2000,204907,21521.0,10547.0,459,214,141,8670061.0
ESP32 deep,44,91,5000,204907,21522.0,10548.0,1136,537,352,8670882.0
ESP32 deep,44,91,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,92,250,204907,21520.0,8953.0,58,25,16,7362980.0
ESP32 deep,44,92,500,204907,21520.0,8953.0,115,57,32,7362980.0
ESP32 deep,44,92,1000,204907,21521.0,8953.0,236,103,78,7362981.0
ESP32 deep,44,92,2000,204907,21522.0,10547.0,470,211,153,8670062.0
ESP32 deep,44,92,5000,204907,21522.0,10548.0,1150,533,362,8670882.0
ESP32 deep,44,92,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,93,250,204907,21522.0,8957.0,70,29,12,7366262.0
ESP32 deep,44,93,500,204907,21522.0,8957.0,125,55,35,7366262.0
ESP32 deep,44,93,1000,204907,21522.0,8957.0,239,109,64,7366262.0
ESP32 deep,44,93,2000,204907,21522.0,8957.0,487,218,130,7366262.0
ESP32 deep,44,93,5000,204907,21522.0,10547.0,1190,514,347,8670062.0
ESP32 deep,44,93,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,94,250,204907,21520.0,8950.0,50,32,21,7360520.0
ESP32 deep,44,94,500,204907,21521.0,8950.0,111,56,39,7360521.0
ESP32 deep,44,94,1000,204907,21521.0,8957.0,230,113,75,7366261.0
ESP32 deep,44,94,2000,204907,21521.0,10555.0,469,205,146,8676621.0
ESP32 deep,44,94,5000,204907,21522.0,10556.0,1202,507,363,8677442.0
ESP32 deep,44,94,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,95,250,204907,21520.0,8952.0,68,25,20,7362160.0
ESP32 deep,44,95,500,204907,21520.0,8952.0,128,51,41,7362160.0
ESP32 deep,44,95,1000,204907,21520.0,8955.0,248,118,79,7364620.0
ESP32 deep,44,95,2000,204907,21520.0,10546.0,468,207,152,8669240.0
ESP32 deep,44,95,5000,204907,21521.0,10550.0,1136,525,362,8672521.0
ESP32 deep,44,95,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,96,250,204907,21520.0,8951.0,65,29,14,7361340.0
ESP32 deep,44,96,500,204907,21520.0,8958.0,125,61,30,7367080.0
ESP32 deep,44,96,1000,204907,21520.0,8958.0,240,102,55,7367080.0
ESP32 deep,44,96,2000,204907,21521.0,8958.0,478,207,118,7367081.0
ESP32 deep,44,96,5000,204907,21522.0,10556.0,1174,531,330,8677442.0
ESP32 deep,44,96,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,97,250,204907,21521.0,8956.0,64,28,19,7365441.0
ESP32 deep,44,97,500,204907,21521.0,8956.0,119,54,33,7365441.0
ESP32 deep,44,97,1000,204907,21521.0,8956.0,218,107,67,7365441.0
ESP32 deep,44,97,2000,204907,21521.0,8956.0,458,216,140,7365441.0
ESP32 deep,44,97,5000,204907,21522.0,10555.0,1154,526,365,8676622.0
ESP32 deep,44,97,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,98,250,204907,21521.0,8947.0,65,24,13,7358061.0
ESP32 deep,44,98,500,204907,21521.0,8955.0,125,57,25,7364621.0
ESP32 deep,44,98,1000,204907,21521.0,8955.0,251,101,67,7364621.0
ESP32 deep,44,98,2000,204907,21521.0,8955.0,498,207,129,7364621.0
ESP32 deep,44,98,5000,204907,21521.0,10556.0,1200,526,364,8677441.0
ESP32 deep,44,98,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,99,250,204907,21520.0,8956.0,77,18,19,7365440.0
ESP32 deep,44,99,500,204907,21520.0,8956.0,135,55,36,7365440.0
ESP32 deep,44,99,1000,204907,21521.0,10550.0,262,105,72,8672521.0
ESP32 deep,44,99,2000,204907,21521.0,10550.0,508,210,142,8672521.0
ESP32 deep,44,99,5000,204907,21522.0,10551.0,1173,523,371,8673342.0
ESP32 deep,44,99,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,100,250,204907,21522.0,8957.0,65,26,5,7366262.0
ESP32 deep,44,100,500,204907,21522.0,8958.0,117,51,21,7367082.0
ESP32 deep,44,100,1000,204907,21522.0,8958.0,243,95,62,7367082.0
ESP32 deep,44,100,2000,204907,21522.0,8958.0,490,201,117,7367082.0
ESP32 deep,44,100,5000,204907,21522.0,10556.0,1183,514,347,8677442.0
ESP32 deep,44,100,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,101,250,204907,21521.0,8951.0,74,20,12,7361341.0
ESP32 deep,44,101,500,204907,21521.0,10555.0,129,40,33,8676621.0
ESP32 deep,44,101,1000,204907,21521.0,10555.0,249,97,67,8676621.0
ESP32 deep,44,101,2000,204907,21521.0,10555.0,473,196,139,8676621.0
ESP32 deep,44,101,5000,204907,21521.0,10556.0,1205,527,359,8677441.0
ESP32 deep,44,101,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,102,250,204907,21521.0,8951.0,65,26,21,7361341.0
ESP32 deep,44,102,500,204907,21521.0,8951.0,138,50,31,7361341.0
ESP32 deep,44,102,1000,204907,21521.0,8956.0,253,104,71,7365441.0
ESP32 deep,44,102,2000,204907,21521.0,10547.0,472,200,151,8670061.0
ESP32 deep,44,102,5000,204907,21522.0,10547.0,1147,524,371,8670062.0
ESP32 deep,44,102,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,103,250,204907,21519.0,8957.0,55,26,18,7366259.0
ESP32 deep,44,103,500,204907,21520.0,8957.0,113,48,41,7366260.0
ESP32 deep,44,103,1000,204907,21522.0,8957.0,219,114,70,7366262.0
ESP32 deep,44,103,2000,204907,21522.0,10548.0,457,230,136,8670882.0
ESP32 deep,44,103,5000,204907,21522.0,10548.0,1133,536,359,8670882.0
ESP32 deep,44,103,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,104,250,204907,21520.0,8952.0,65,29,16,7362160.0
ESP32 deep,44,104,500,204907,21520.0,8952.0,134,54,35,7362160.0
ESP32 deep,44,104,1000,204907,21520.0,8952.0,259,101,74,7362160.0
ESP32 deep,44,104,2000,204907,21520.0,10547.0,488,210,137,8670060.0
ESP32 deep,44,104,5000,204907,21521.0,10550.0,1220,499,359,8672521.0
ESP32 deep,44,104,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,105,250,204907,21516.0,10547.0,63,35,14,8670056.0
ESP32 deep,44,105,500,204907,21520.0,10547.0,127,67,28,8670060.0
ESP32 deep,44,105,1000,204907,21522.0,10550.0,254,118,72,8672522.0
ESP32 deep,44,105,2000,204907,21522.0,10555.0,508,227,140,8676622.0
ESP32 deep,44,105,5000,204907,21522.0,10555.0,1177,539,366,8676622.0
ESP32 deep,44,105,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,106,250,204907,21520.0,8957.0,63,26,17,7366260.0
ESP32 deep,44,106,500,204907,21520.0,10547.0,126,45,33,8670060.0
ESP32 deep,44,106,1000,204907,21520.0,10547.0,248,91,67,8670060.0
ESP32 deep,44,106,2000,204907,21520.0,10548.0,494,200,127,8670880.0
ESP32 deep,44,106,5000,204907,21522.0,10551.0,1144,510,368,8673342.0
ESP32 deep,44,106,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,107,250,204907,21520.0,10555.0,62,32,27,8676620.0
ESP32 deep,44,107,500,204907,21520.0,10555.0,126,61,38,8676620.0
ESP32 deep,44,107,1000,204907,21520.0,10555.0,249,110,65,8676620.0
ESP32 deep,44,107,2000,204907,21520.0,10555.0,480,229,147,8676620.0
ESP32 deep,44,107,5000,204907,21522.0,10555.0,1142,555,359,8676622.0
ESP32 deep,44,107,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,108,250,204907,21520.0,8950.0,54,34,27,7360520.0
ESP32 deep,44,108,500,204907,21520.0,8950.0,113,66,38,7360520.0
ESP32 deep,44,108,1000,204907,21521.0,8957.0,224,117,80,7366261.0
ESP32 deep,44,108,2000,204907,21521.0,10555.0,438,230,158,8676621.0
ESP32 deep,44,108,5000,204907,21521.0,10555.0,1134,538,385,8676621.0
ESP32 deep,44,108,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,109,250,204907,21520.0,8957.0,55,31,19,7366260.0
ESP32 deep,44,109,500,204907,21521.0,8957.0,110,58,32,7366261.0
ESP32 deep,44,109,1000,204907,21521.0,8958.0,245,107,69,7367081.0
ESP32 deep,44,109,2000,204907,21522.0,10551.0,501,206,136,8673342.0
ESP32 deep,44,109,5000,204907,21522.0,10556.0,1197,535,356,8677442.0
ESP32 deep,44,109,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,110,250,204907,21521.0,8952.0,47,19,21,7362161.0
ESP32 deep,44,110,500,204907,21521.0,8955.0,112,46,38,7364621.0
ESP32 deep,44,110,1000,204907,21521.0,8955.0,235,101,68,7364621.0
ESP32 deep,44,110,2000,204907,21521.0,10547.0,476,207,139,8670061.0
ESP32 deep,44,110,5000,204907,21521.0,10548.0,1181,520,360,8670881.0
ESP32 deep,44,110,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,111,250,204907,21520.0,8953.0,60,23,23,7362980.0
ESP32 deep,44,111,500,204907,21520.0,10546.0,125,43,41,8669240.0
ESP32 deep,44,111,1000,204907,21520.0,10546.0,250,89,75,8669240.0
ESP32 deep,44,111,2000,204907,21522.0,10546.0,492,189,146,8669242.0
ESP32 deep,44,111,5000,204907,21522.0,10547.0,1198,505,359,8670062.0
ESP32 deep,44,111,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,112,250,204907,21521.0,8952.0,66,20,20,7362161.0
ESP32 deep,44,112,500,204907,21521.0,8952.0,134,45,35,7362161.0
ESP32 deep,44,112,1000,204907,21521.0,8955.0,240,90,67,7364621.0
ESP32 deep,44,112,2000,204907,21521.0,8956.0,474,202,130,7365441.0
ESP32 deep,44,112,5000,204907,21521.0,8958.0,1165,498,367,7367081.0
ESP32 deep,44,112,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,113,250,204907,21520.0,8955.0,72,27,20,7364620.0
ESP32 deep,44,113,500,204907,21520.0,8957.0,120,56,45,7366260.0
ESP32 deep,44,113,1000,204907,21520.0,10555.0,233,111,96,8676620.0
ESP32 deep,44,113,2000,204907,21520.0,10555.0,443,220,165,8676620.0
