platform,campaign,level,bin_us,kernel_sigma_bins,upper_quantile,assignment_hash,assignments_identical,B_us,B_deviation_pct,Rz_us,Rz_deviation_pct,Rlate_us,Rlate_deviation_pct
RP2040 unit 1,inter-unit,65,60,0.9,0.8,6bcf59fe5f07ad88021976bbdcd4e73227fda9a753536a363faf6b72a178ee5b,True,105465.85514018692,0.0,33696.57343124166,0.0,41611.77581219403,0.0
RP2040 unit 1,inter-unit,65,60,0.9,0.85,6bcf59fe5f07ad88021976bbdcd4e73227fda9a753536a363faf6b72a178ee5b,True,105465.85514018692,0.0,33696.57343124166,0.0,41611.77581219403,0.0
RP2040 unit 1,inter-unit,65,60,1.2,0.75,6bcf59fe5f07ad88021976bbdcd4e73227fda9a753536a363faf6b72a178ee5b,True,105465.85514018692,0.0,33696.57343124166,0.0,41611.77581219403,0.0
RP2040 unit 1,inter-unit,65,60,1.2,0.8,6bcf59fe5f07ad88021976bbdcd4e73227fda9a753536a363faf6b72a178ee5b,True,105465.85514018692,0.0,33696.57343124166,0.0,41611.77581219403,0.0
RP2040 unit 1,inter-unit,65,60,1.2,0.85,6bcf59fe5f07ad88021976bbdcd4e73227fda9a753536a363faf6b72a178ee5b,True,105465.85514018692,0.0,33696.57343124166,0.0,41611.77581219403,0.0
RP2040 unit 1,inter-unit,65,60,1.5,0.75,6bcf59fe5f07ad88021976bbdcd4e73227fda9a753536a363faf6b72a178ee5b,True,105465.85514018692,0.0,33696.57343124166,0.0,41611.77581219403,0.0
RP2040 unit 1,inter-unit,65,60,1.5,0.8,6bcf59fe5f07ad88021976bbdcd4e73227fda9a753536a363faf6b72a178ee5b,True,105465.85514018692,0.0,33696.57343124166,0.0,41611.77581219403,0.0
RP2040 unit 1,inter-unit,65,60,1.5,0.85,6bcf59fe5f07ad88021976bbdcd4e73227fda9a753536a363faf6b72a178ee5b,True,105465.85514018692,0.0,33696.57343124166,0.0,41611.77581219403,0.0
RP2040 unit 2,inter-unit,65,40,0.9,0.75,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,40,0.9,0.8,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,40,0.9,0.85,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,40,1.2,0.75,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,40,1.2,0.8,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,40,1.2,0.85,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,40,1.5,0.75,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,40,1.5,0.8,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,40,1.5,0.85,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,50,0.9,0.75,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,50,0.9,0.8,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,50,0.9,0.85,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,50,1.2,0.75,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,50,1.2,0.8,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,50,1.2,0.85,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,50,1.5,0.75,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,50,1.5,0.8,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,50,1.5,0.85,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,60,0.9,0.75,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,60,0.9,0.8,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,60,0.9,0.85,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,60,1.2,0.75,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,60,1.2,0.8,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,60,1.2,0.85,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,60,1.5,0.75,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,60,1.5,0.8,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 2,inter-unit,65,60,1.5,0.85,06f7a41892da56b74da138c05265e3256856a804061cf4882a2fccc3de1d5098,True,105464.8956043956,0.0,33691.31027795735,0.0,41606.74913244651,0.0
RP2040 unit 1,inter-unit,87,40,0.9,0.75,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,40,0.9,0.8,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,40,0.9,0.85,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,40,1.2,0.75,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,40,1.2,0.8,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,40,1.2,0.85,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,40,1.5,0.75,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,40,1.5,0.8,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,40,1.5,0.85,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,50,0.9,0.75,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,50,0.9,0.8,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,50,0.9,0.85,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,50,1.2,0.75,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,50,1.2,0.8,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,50,1.2,0.85,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,50,1.5,0.75,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,50,1.5,0.8,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,50,1.5,0.85,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,60,0.9,0.75,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,60,0.9,0.8,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,60,0.9,0.85,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,60,1.2,0.75,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,60,1.2,0.8,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,60,1.2,0.85,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,60,1.5,0.75,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,60,1.5,0.8,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 1,inter-unit,87,60,1.5,0.85,98cd6f61793d9d1864031a9323ee90fd4112e49d79e6eddd4caa0ffcc4d4ec9c,True,165298.332,0.0,48876.10329411764,0.0,59430.21345454545,0.0
RP2040 unit 2,inter-unit,87,40,0.9,0.75,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,40,0.9,0.8,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,40,0.9,0.85,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,40,1.2,0.75,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,40,1.2,0.8,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,40,1.2,0.85,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,40,1.5,0.75,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,40,1.5,0.8,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,40,1.5,0.85,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,50,0.9,0.75,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,50,0.9,0.8,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,50,0.9,0.85,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,50,1.2,0.75,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,50,1.2,0.8,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,50,1.2,0.85,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,50,1.5,0.75,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,50,1.5,0.8,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,50,1.5,0.85,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,60,0.9,0.75,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,60,0.9,0.8,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,60,0.9,0.85,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,60,1.2,0.75,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,60,1.2,0.8,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,60,1.2,0.85,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,60,1.5,0.75,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,60,1.5,0.8,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
RP2040 unit 2,inter-unit,87,60,1.5,0.85,d185375a5f4286e7e05dea9b82bffdcac090f8238b2cb806122adf1550f4fea5,True,165296.85820895524,0.0,48867.84705420266,0.0,59439.24705420266,0.0
