invocation,candidate,label,t_us,overflow
284,7,0,32301043,0
284,7,1,32307078,0
284,7,2,32308531,0
284,7,3,32309946,0
284,7,5,32309971,0
284,8,0,32309972,0
284,8,1,32316006,0
284,8,4,32317449,0
284,9,0,32317450,0
284,9,1,32323484,0
284,9,2,32324938,0
284,9,3,32326353,0
284,9,5,32326368,0
284,10,0,32326369,0
284,10,1,32332399,0
284,10,4,32333838,0
284,11,0,32333839,0
284,11,1,32339869,0
284,11,4,32341291,0
284,12,0,32341292,0
284,12,1,32347326,0
284,12,2,32348779,0
284,12,3,32350194,0
284,12,5,32350216,0
284,13,0,32350216,0
284,13,1,32356251,0
284,13,4,32357674,0
284,14,0,32357675,0
284,14,1,32363710,0
284,14,2,32365163,0
284,14,3,32366578,0
284,14,5,32366605,0
284,15,0,32366606,0
284,15,1,32372636,0
284,15,4,32374069,0
284,16,0,32374070,0
284,16,1,32380100,0
284,16,2,32381554,0
284,16,3,32382973,0
284,16,5,32382991,0
284,17,0,32382992,0
284,17,1,32389022,0
284,17,4,32390444,0
284,18,0,32390445,0
284,18,1,32396479,0
284,18,2,32397933,0
284,18,3,32399347,0
284,18,5,32399358,0
284,19,0,32399358,0
284,19,1,32405393,0
284,19,2,32406846,0
284,19,3,32408261,0
284,19,5,32408277,0
284,20,0,32408277,0
284,20,1,32414312,0
284,20,2,32415766,0
284,20,3,32417180,0
284,20,5,32417184,0
284,21,0,32417185,0
284,21,1,32423220,0
284,21,2,32424673,0
284,21,3,32426088,0
284,21,8,32427725,0
285,1,0,32644049,0
285,1,1,32650135,0
285,1,4,32651560,0
285,2,0,32651561,0
285,2,1,32657595,0
285,2,4,32659041,0
285,3,0,32659042,0
285,3,1,32665076,0
285,3,2,32666530,0
285,3,3,32667953,0
285,3,8,32669590,0
286,1,0,32714235,0
286,1,1,32720333,0
286,1,4,32721760,0
286,2,0,32721761,0
286,2,1,32727796,0
286,2,4,32729235,0
286,3,0,32729236,0
286,3,1,32735271,0
286,3,4,32736699,0
286,4,0,32736700,0
286,4,1,32742735,0
286,4,4,32744152,0
286,5,0,32744153,0
286,5,1,32750184,0
286,5,2,32751637,0
286,5,3,32753064,0
286,5,8,32754702,0
287,1,0,32812883,0
287,1,1,32818969,0
287,1,4,32820393,0
287,2,0,32820393,0
287,2,1,32826428,0
287,2,4,32827869,0
287,3,0,32827870,0
287,3,1,32833904,0
287,3,4,32835321,0
287,4,0,32835322,0
287,4,1,32841353,0
287,4,2,32842810,0
287,4,3,32844233,0
287,4,8,32845870,0
288,1,0,32897269,0
288,1,1,32903359,0
288,1,4,32904803,0
288,2,0,32904804,0
288,2,1,32910834,0
288,2,2,32912288,0
288,2,3,32913715,0
288,2,5,32913752,0
288,3,0,32913753,0
288,3,1,32919784,0
288,3,2,32921237,0
288,3,3,32922652,0
288,3,8,32924293,0
289,1,0,32973435,0
289,1,1,32979521,0
289,1,4,32980937,0
289,2,0,32980938,0
289,2,1,32986972,0
289,2,4,32988389,0
289,3,0,32988390,0
289,3,1,32994425,0
289,3,2,32995878,0
289,3,3,32997301,0
289,3,7,32998938,0
289,4,0,32998939,0
289,4,1,33004974,0
289,4,2,33006427,0
289,4,3,33007842,0
289,4,5,33007879,0
289,5,0,33007880,0
289,5,1,33013914,0
289,5,2,33015368,0
289,5,3,33016782,0
289,5,5,33016807,0
289,6,0,33016808,0
289,6,1,33022842,0
289,6,4,33024264,0
289,7,0,33024265,0
289,7,1,33030296,0
289,7,4,33031713,0
289,8,0,33031714,0
289,8,1,33037749,0
289,8,2,33039202,0
289,8,3,33040617,0
289,8,8,33042250,0
290,1,0,33134291,0
290,1,1,33140388,0
290,1,2,33141842,0
290,1,3,33143269,0
290,1,8,33144906,0
291,1,0,33176013,0
291,1,1,33182110,0
291,1,2,33183568,0
291,1,3,33184991,0
291,1,8,33186628,0
292,1,0,33217727,0
292,1,1,33223816,0
292,1,2,33225270,0
292,1,3,33226692,0
292,1,8,33228330,0
293,1,0,33259415,0
293,1,1,33265506,0
293,1,2,33266959,0
293,1,3,33268382,0
293,1,8,33270019,0
294,1,0,33301122,0
294,1,1,33307224,0
294,1,4,33308647,0
294,2,0,33308648,0
294,2,1,33314683,0
294,2,4,33316106,0
294,3,0,33316106,0
294,3,1,33322137,0
294,3,4,33323585,0
294,4,0,33323586,0
294,4,1,33329617,0
294,4,2,33331070,0
294,4,3,33332493,0
294,4,8,33334134,0
295,1,0,33385541,0
295,1,1,33391627,0
295,1,2,33393084,0
295,1,3,33394507,0
295,1,8,33396144,0
296,1,0,33427231,0
296,1,1,33433321,0
296,1,2,33434774,0
296,1,3,33436197,0
296,1,5,33436207,0
296,2,0,33436207,0
296,2,1,33442238,0
296,2,4,33443677,0
296,3,0,33443678,0
296,3,1,33449708,0
296,3,2,33451162,0
296,3,3,33452576,0
296,3,5,33452605,0
296,4,0,33452606,0
296,4,1,33458640,0
296,4,2,33460094,0
296,4,3,33461508,0
296,4,5,33461543,0
296,5,0,33461543,0
296,5,1,33467578,0
296,5,2,33469032,0
296,5,3,33470446,0
296,5,5,33470482,0
296,6,0,33470483,0
296,6,1,33476518,0
296,6,2,33477971,0
296,6,3,33479386,0
296,6,8,33481023,0
297,1,0,33564020,0
297,1,1,33570106,0
297,1,2,33571559,0
297,1,3,33572986,0
297,1,8,33574623,0
298,1,0,33605722,0
298,1,1,33611819,0
298,1,2,33613277,0
298,1,3,33614700,0
298,1,5,33614703,0
298,2,0,33614704,0
298,2,1,33620734,0
298,2,4,33622151,0
298,3,0,33622152,0
298,3,1,33628186,0
298,3,2,33629640,0
298,3,3,33631054,0
298,3,8,33632692,0
299,1,0,33681846,0
299,1,1,33687936,0
299,1,2,33689390,0
299,1,3,33690812,0
299,1,5,33690827,0
299,2,0,33690828,0
299,2,1,33696863,0
299,2,4,33698295,0
299,3,0,33698296,0
299,3,1,33704331,0
299,3,4,33705770,0
299,4,0,33705771,0
299,4,1,33711801,0
299,4,2,33713259,0
299,4,3,33714673,0
299,4,5,33714701,0
299,5,0,33714702,0
299,5,1,33720732,0
299,5,2,33722186,0
299,5,3,33723605,0
299,5,5,33723610,0
299,6,0,33723611,0
299,6,1,33729642,0
299,6,2,33731095,0
299,6,3,33732510,0
299,6,5,33732540,0
299,7,0,33732541,0
299,7,1,33738576,0
299,7,4,33740001,0
299,8,0,33740001,0
299,8,1,33746036,0
299,8,4,33747481,0
299,9,0,33747482,0
299,9,1,33753516,0
299,9,2,33754970,0
299,9,3,33756384,0
299,9,8,33758022,0
300,1,0,33861330,0
300,1,1,33867420,0
300,1,2,33868874,0
300,1,3,33870297,0
300,1,5,33870302,0
300,2,0,33870303,0
300,2,1,33876338,0
300,2,4,33877754,0
300,3,0,33877755,0
300,3,1,33883789,0
300,3,4,33885228,0
300,4,0,33885229,0
300,4,1,33891259,0
300,4,2,33892717,0
300,4,3,33894131,0
300,4,5,33894153,0
300,5,0,33894154,0
300,5,1,33900185,0
300,5,2,33901638,0
300,5,3,33903057,0
300,5,5,33903092,0
300,6,0,33903093,0
300,6,1,33909123,0
300,6,2,33910577,0
300,6,3,33911991,0
300,6,8,33913633,0
301,1,0,33992111,0
301,1,1,33998201,0
301,1,2,33999655,0
301,1,3,34001077,0
301,1,5,34001100,0
301,2,0,34001101,0
301,2,1,34007136,0
301,2,2,34008589,0
301,2,3,34010004,0
301,2,5,34010034,0
301,3,0,34010035,0
301,3,1,34016070,0
301,3,2,34017523,0
301,3,3,34018938,0
301,3,5,34018947,0
301,4,0,34018947,0
301,4,1,34024982,0
301,4,4,34026429,0
301,5,0,34026430,0
301,5,1,34032461,0
301,5,2,34033919,0
301,5,3,34035333,0
301,5,5,34035341,0
301,6,0,34035342,0
301,6,1,34041373,0
301,6,4,34042823,0
301,7,0,34042824,0
301,7,1,34048854,0
301,7,2,34050308,0
301,7,3,34051723,0
301,7,8,34053364,0
302,1,0,34143135,0
302,1,1,34149220,0
302,1,2,34150674,0
302,1,3,34152096,0
302,1,8,34153738,0
303,1,0,34184821,0
303,1,1,34190907,0
303,1,2,34192360,0
303,1,3,34193787,0
303,1,5,34193810,0
303,2,0,34193811,0
303,2,1,34199841,0
303,2,2,34201295,0
303,2,3,34202713,0
303,2,8,34204351,0
304,1,0,34246722,0
304,1,1,34252812,0
304,1,4,34254251,0
304,2,0,34254252,0
304,2,1,34260283,0
304,2,4,34261705,0
304,3,0,34261706,0
304,3,1,34267740,0
304,3,2,34269194,0
304,3,3,34270616,0
304,3,5,34270622,0
304,4,0,34270623,0
304,4,1,34276658,0
304,4,2,34278111,0
304,4,3,34279526,0
304,4,7,34281163,0
304,5,0,34281164,0
304,5,1,34287198,0
304,5,2,34288652,0
304,5,3,34290067,0
304,5,8,34291700,0
305,1,0,34358898,0
305,1,1,34364988,0
305,1,2,34366441,0
305,1,3,34367864,0
305,1,8,34369501,0
306,1,0,34400592,0
306,1,1,34406682,0
306,1,2,34408136,0
306,1,3,34409558,0
306,1,8,34411196,0
307,1,0,34442282,0
307,1,1,34448372,0
307,1,2,34449826,0
307,1,3,34451248,0
307,1,8,34452889,0
308,1,0,34483977,0
308,1,1,34490063,0
308,1,4,34491495,0
308,2,0,34491496,0
308,2,1,34497531,0
308,2,4,34498954,0
308,3,0,34498955,0
308,3,1,34504989,0
308,3,2,34506443,0
308,3,3,34507865,0
308,3,5,34507900,0
308,4,0,34507901,0
308,4,1,34513935,0
308,4,4,34515365,0
308,5,0,34515366,0
308,5,1,34521397,0
308,5,4,34522838,0
308,6,0,34522839,0
308,6,1,34528869,0
308,6,2,34530323,0
308,6,3,34531737,0
308,6,5,34531765,0
308,7,0,34531766,0
308,7,1,34537801,0
308,7,2,34539255,0
308,7,3,34540669,0
308,7,5,34540695,0
308,8,0,34540696,0
308,8,1,34546730,0
308,8,2,34548184,0
308,8,3,34549598,0
308,8,8,34551236,0
309,1,0,34643263,0
309,1,1,34649349,0
309,1,2,34650803,0
309,1,3,34652225,0
309,1,5,34652232,0
309,2,0,34652233,0
309,2,1,34658267,0
309,2,4,34659718,0
309,3,0,34659719,0
309,3,1,34665753,0
309,3,4,34667171,0
309,4,0,34667172,0
309,4,1,34673206,0
309,4,4,34674624,0
309,5,0,34674625,0
309,5,1,34680655,0
309,5,2,34682108,0
309,5,3,34683527,0
309,5,5,34683537,0
309,6,0,34683538,0
309,6,1,34689569,0
309,6,2,34691022,0
309,6,3,34692437,0
309,6,8,34694079,0
310,1,0,34768047,0
310,1,1,34774137,0
310,1,4,34775560,0
310,2,0,34775560,0
310,2,1,34781591,0
310,2,4,34783016,0
310,3,0,34783017,0
310,3,1,34789048,0
310,3,4,34790482,0
310,4,0,34790483,0
310,4,1,34796518,0
310,4,2,34797971,0
310,4,3,34799394,0
310,4,5,34799395,0
310,5,0,34799396,0
310,5,1,34805430,0
310,5,2,34806884,0
310,5,3,34808299,0
310,5,5,34808312,0
310,6,0,34808313,0
310,6,1,34814348,0
310,6,2,34815801,0
310,6,3,34817216,0
310,6,8,34818853,0
311,1,0,34892826,0
311,1,1,34898911,0
311,1,2,34900365,0
311,1,3,34901788,0
311,1,5,34901815,0
311,2,0,34901816,0
311,2,1,34907850,0
311,2,2,34909304,0
311,2,3,34910719,0
311,2,5,34910753,0
311,3,0,34910754,0
311,3,1,34916789,0
311,3,4,34918210,0
311,4,0,34918211,0
311,4,1,34924246,0
311,4,4,34925676,0
311,5,0,34925677,0
311,5,1,34931708,0
311,5,2,34933165,0
311,5,3,34934580,0
311,5,8,34936217,0
312,1,0,35003419,0
312,1,1,35009505,0
312,1,4,35010946,0
312,2,0,35010946,0
312,2,1,35016981,0
312,2,2,35018435,0
312,2,3,35019857,0
312,2,5,35019884,0
312,3,0,35019885,0
312,3,1,35025920,0
312,3,4,35027343,0
312,4,0,35027344,0
312,4,1,35033378,0
312,4,2,35034832,0
312,4,3,35036246,0
312,4,5,35036257,0
312,5,0,35036258,0
312,5,1,35042288,0
312,5,4,35043720,0
312,6,0,35043721,0
312,6,1,35049751,0
312,6,2,35051205,0
312,6,3,35052619,0
312,6,5,35052625,0
312,7,0,35052625,0
312,7,1,35058660,0
312,7,2,35060114,0
312,7,3,35061528,0
312,7,5,35061537,0
312,8,0,35061538,0
312,8,1,35067572,0
312,8,2,35069026,0
312,8,3,35070440,0
312,8,8,35072078,0
313,1,0,35168619,0
313,1,1,35174709,0
313,1,4,35176139,0
313,2,0,35176140,0
313,2,1,35182170,0
313,2,4,35183610,0
313,3,0,35183611,0
313,3,1,35189641,0
313,3,4,35191077,0
313,4,0,35191078,0
313,4,1,35197113,0
313,4,2,35198567,0
313,4,3,35199989,0
313,4,5,35200003,0
313,5,0,35200004,0
313,5,1,35206038,0
313,5,4,35207471,0
313,6,0,35207472,0
313,6,1,35213507,0
313,6,4,35214924,0
313,7,0,35214925,0
313,7,1,35220956,0
313,7,4,35222373,0
313,8,0,35222373,0
313,8,1,35228408,0
313,8,2,35229862,0
313,8,3,35231276,0
313,8,5,35231307,0
313,9,0,35231308,0
313,9,1,35237342,0
313,9,4,35238770,0
313,10,0,35238770,0
313,10,1,35244805,0
313,10,2,35246259,0
313,10,3,35247674,0
313,10,8,35249311,0
314,1,0,35350883,0
314,1,1,35356973,0
314,1,4,35358403,0
314,2,0,35358403,0
314,2,1,35364438,0
314,2,4,35365868,0
314,3,0,35365869,0
314,3,1,35371900,0
314,3,2,35373357,0
314,3,3,35374780,0
314,3,5,35374798,0
314,4,0,35374799,0
314,4,1,35380830,0
314,4,2,35382283,0
314,4,3,35383702,0
314,4,8,35385340,0
315,1,0,35441253,0
315,1,1,35447343,0
315,1,4,35448767,0
315,2,0,35448768,0
315,2,1,35454802,0
315,2,4,35456245,0
315,3,0,35456246,0
315,3,1,35462277,0
315,3,2,35463734,0
315,3,3,35465157,0
315,3,8,35466794,0
316,1,0,35511419,0
316,1,1,35517508,0
316,1,2,35518962,0
316,1,3,35520384,0
316,1,8,35522022,0
317,1,0,35553117,0
317,1,1,35559203,0
317,1,4,35560640,0
317,2,0,35560641,0
317,2,1,35566676,0
317,2,4,35568123,0
317,3,0,35568123,0
317,3,1,35574158,0
317,3,2,35575612,0
317,3,3,35577034,0
317,3,5,35577068,0
317,4,0,35577069,0
317,4,1,35583103,0
317,4,2,35584557,0
317,4,3,35585972,0
317,4,5,35585989,0
317,5,0,35585990,0
317,5,1,35592020,0
317,5,4,35593454,0
317,6,0,35593455,0
317,6,1,35599486,0
317,6,2,35600939,0
317,6,3,35602354,0
317,6,5,35602376,0
317,7,0,35602376,0
317,7,1,35608411,0
317,7,2,35609865,0
317,7,3,35611279,0
317,7,5,35611302,0
317,8,0,35611303,0
317,8,1,35617337,0
317,8,4,35618760,0
317,9,0,35618761,0
317,9,1,35624796,0
317,9,4,35626225,0
317,10,0,35626226,0
317,10,1,35632256,0
317,10,4,35633686,0
317,11,0,35633687,0
317,11,1,35639717,0
317,11,4,35641154,0
317,12,0,35641155,0
317,12,1,35647190,0
317,12,4,35648633,0
317,13,0,35648634,0
317,13,1,35654669,0
317,13,2,35656123,0
317,13,3,35657537,0
317,13,5,35657573,0
317,14,0,35657574,0
317,14,1,35663608,0
317,14,4,35665043,0
317,15,0,35665044,0
317,15,1,35671074,0
317,15,2,35672528,0
317,15,3,35673947,0
317,15,5,35673971,0
317,16,0,35673971,0
317,16,1,35680002,0
317,16,2,35681455,0
317,16,3,35682874,0
317,16,5,35682907,0
317,17,0,35682908,0
317,17,1,35688938,0
317,17,4,35690353,0
317,18,0,35690354,0
317,18,1,35696389,0
317,18,2,35697842,0
317,18,3,35699257,0
317,18,8,35700894,0
318,1,0,35881992,0
318,1,1,35888094,0
318,1,4,35889515,0
318,2,0,35889516,0
318,2,1,35895550,0
318,2,2,35897004,0
318,2,3,35898426,0
318,2,8,35900064,0
319,1,0,35937938,0
319,1,1,35944028,0
319,1,4,35945451,0
319,2,0,35945451,0
319,2,1,35951482,0
319,2,2,35952939,0
319,2,3,35954362,0
319,2,8,35955999,0
320,1,0,35993853,0
320,1,1,35999939,0
320,1,2,36001392,0
320,1,3,36002819,0
320,1,8,36004456,0
321,1,0,36035555,0
321,1,1,36041653,0
321,1,2,36043110,0
321,1,3,36044533,0
321,1,5,36044567,0
321,2,0,36044568,0
321,2,1,36050598,0
321,2,2,36052052,0
321,2,3,36053471,0
321,2,8,36055108,0
322,1,0,36097488,0
322,1,1,36103578,0
322,1,2,36105031,0
322,1,3,36106454,0
322,1,5,36106484,0
322,2,0,36106485,0
322,2,1,36112515,0
322,2,4,36113953,0
322,3,0,36113954,0
322,3,1,36119985,0
322,3,2,36121438,0
322,3,3,36122857,0
322,3,8,36124494,0
323,1,0,36173650,0
323,1,1,36179748,0
323,1,4,36181170,0
323,2,0,36181171,0
323,2,1,36187205,0
323,2,2,36188659,0
323,2,3,36190081,0
323,2,8,36191719,0
324,1,0,36229588,0
324,1,1,36235678,0
324,1,2,36237131,0
324,1,3,36238554,0
324,1,5,36238577,0
324,2,0,36238578,0
324,2,1,36244612,0
324,2,4,36246054,0
324,3,0,36246054,0
324,3,1,36252085,0
324,3,4,36253504,0
324,4,0,36253505,0
324,4,1,36259535,0
324,4,2,36260989,0
324,4,3,36262404,0
324,4,5,36262431,0
324,5,0,36262432,0
324,5,1,36268466,0
324,5,4,36269907,0
324,6,0,36269908,0
324,6,1,36275943,0
324,6,2,36277397,0
324,6,3,36278811,0
324,6,8,36280449,0
325,1,0,36354422,0
325,1,1,36360508,0
325,1,4,36361929,0
325,2,0,36361930,0
325,2,1,36367965,0
325,2,4,36369400,0
325,3,0,36369401,0
325,3,1,36375436,0
325,3,4,36376888,0
325,4,0,36376889,0
325,4,1,36382923,0
325,4,4,36384370,0
325,5,0,36384371,0
325,5,1,36390401,0
325,5,4,36391818,0
325,6,0,36391819,0
325,6,1,36397853,0
325,6,2,36399307,0
325,6,3,36400729,0
325,6,5,36400756,0
325,7,0,36400757,0
325,7,1,36406792,0
325,7,2,36408246,0
325,7,3,36409660,0
325,7,5,36409667,0
325,8,0,36409668,0
325,8,1,36415703,0
325,8,4,36417121,0
325,9,0,36417122,0
325,9,1,36423157,0
325,9,4,36424606,0
325,10,0,36424606,0
325,10,1,36430637,0
325,10,2,36432090,0
325,10,3,36433509,0
325,10,8,36435147,0
326,1,0,36536715,0
326,1,1,36542805,0
326,1,4,36544232,0
326,2,0,36544233,0
326,2,1,36550263,0
326,2,4,36551700,0
326,3,0,36551701,0
326,3,1,36557735,0
326,3,2,36559189,0
326,3,3,36560611,0
326,3,8,36562249,0
327,1,0,36606893,0
327,1,1,36612995,0
327,1,4,36614419,0
327,2,0,36614420,0
327,2,1,36620451,0
327,2,4,36621866,0
327,3,0,36621867,0
327,3,1,36627902,0
327,3,2,36629355,0
327,3,3,36630778,0
327,3,8,36632415,0
328,1,0,36677056,0
328,1,1,36683145,0
328,1,2,36684599,0
328,1,3,36686021,0
328,1,5,36686023,0
328,2,0,36686024,0
328,2,1,36692054,0
328,2,4,36693497,0
328,3,0,36693498,0
328,3,1,36699529,0
328,3,2,36700982,0
328,3,3,36702397,0
328,3,5,36702410,0
328,4,0,36702411,0
328,4,1,36708445,0
328,4,2,36709899,0
328,4,3,36711314,0
328,4,5,36711336,0
328,5,0,36711336,0
328,5,1,36717371,0
328,5,2,36718824,0
328,5,3,36720239,0
328,5,8,36721876,0
329,1,0,36793595,0
329,1,1,36799681,0
329,1,2,36801134,0
329,1,3,36802557,0
329,1,8,36804198,0
330,1,0,36835281,0
330,1,1,36841367,0
330,1,4,36842802,0
330,2,0,36842803,0
330,2,1,36848833,0
330,2,2,36850287,0
330,2,3,36851710,0
330,2,8,36853351,0
331,1,0,36891209,0
331,1,1,36897299,0
331,1,4,36898753,0
331,2,0,36898753,0
331,2,1,36904788,0
331,2,2,36906242,0
331,2,3,36907664,0
331,2,5,36907677,0
331,3,0,36907678,0
331,3,1,36913712,0
331,3,4,36915152,0
331,4,0,36915152,0
331,4,1,36921183,0
331,4,2,36922636,0
331,4,3,36924055,0
331,4,7,36925692,0
331,5,0,36925693,0
331,5,1,36931724,0
331,5,2,36933181,0
331,5,3,36934596,0
331,5,5,36934617,0
331,6,0,36934618,0
331,6,1,36940649,0
331,6,4,36942064,0
331,7,0,36942064,0
331,7,1,36948099,0
331,7,2,36949552,0
331,7,3,36950967,0
331,7,8,36952600,0
332,1,0,37037854,0
332,1,1,37043944,0
332,1,2,37045397,0
332,1,3,37046820,0
332,1,5,37046822,0
332,2,0,37046822,0
332,2,1,37052857,0
332,2,2,37054311,0
332,2,3,37055725,0
332,2,8,37057363,0
333,1,0,37099734,0
333,1,1,37105824,0
333,1,2,37107278,0
333,1,3,37108700,0
333,1,8,37110337,0
334,1,0,37141425,0
334,1,1,37147514,0
334,1,2,37148968,0
334,1,3,37150390,0
334,1,8,37152028,0
335,1,0,37183123,0
335,1,1,37189209,0
335,1,2,37190662,0
335,1,3,37192085,0
335,1,5,37192120,0
335,2,0,37192121,0
335,2,1,37198156,0
335,2,2,37199610,0
335,2,3,37201024,0
335,2,8,37202662,0
336,1,0,37245034,0
336,1,1,37251119,0
336,1,4,37252562,0
336,2,0,37252563,0
336,2,1,37258598,0
336,2,4,37260020,0
336,3,0,37260021,0
336,3,1,37266055,0
336,3,2,37267509,0
336,3,3,37268931,0
336,3,8,37270569,0
337,1,0,37315213,0
337,1,1,37321311,0
337,1,4,37322765,0
337,2,0,37322766,0
337,2,1,37328796,0
337,2,4,37330239,0
337,3,0,37330240,0
337,3,1,37336274,0
337,3,4,37337713,0
337,4,0,37337713,0
337,4,1,37343748,0
337,4,4,37345166,0
337,5,0,37345167,0
337,5,1,37351197,0
337,5,4,37352648,0
337,6,0,37352649,0
337,6,1,37358684,0
337,6,4,37360123,0
337,7,0,37360123,0
337,7,1,37366158,0
337,7,2,37367611,0
337,7,3,37369034,0
337,7,5,37369038,0
337,8,0,37369039,0
337,8,1,37375073,0
337,8,2,37376527,0
337,8,3,37377941,0
337,8,5,37377969,0
337,9,0,37377969,0
337,9,1,37384004,0
337,9,2,37385458,0
337,9,3,37386872,0
337,9,8,37388510,0
338,1,0,37482806,0
338,1,1,37488892,0
338,1,4,37490313,0
338,2,0,37490314,0
338,2,1,37496348,0
338,2,4,37497786,0
338,3,0,37497787,0
338,3,1,37503821,0
338,3,2,37505275,0
338,3,3,37506698,0
338,3,8,37508335,0
339,1,0,37552983,0
339,1,1,37559081,0
339,1,4,37560514,0
339,2,0,37560515,0
339,2,1,37566549,0
339,2,2,37568003,0
339,2,3,37569426,0
339,2,8,37571063,0
340,1,0,37608933,0
340,1,1,37615023,0
340,1,4,37616477,0
340,2,0,37616477,0
340,2,1,37622508,0
340,2,2,37623965,0
340,2,3,37625388,0
340,2,5,37625426,0
340,3,0,37625426,0
340,3,1,37631457,0
340,3,2,37632915,0
340,3,3,37634330,0
340,3,8,37635967,0
341,1,0,37685109,0
341,1,1,37691195,0
341,1,2,37692649,0
341,1,3,37694075,0
341,1,5,37694084,0
341,2,0,37694085,0
341,2,1,37700115,0
341,2,4,37701549,0
341,3,0,37701550,0
341,3,1,37707585,0
341,3,2,37709038,0
341,3,3,37710453,0
341,3,8,37712090,0
342,1,0,37761244,0
342,1,1,37767346,0
342,1,2,37768799,0
342,1,3,37770222,0
342,1,5,37770246,0
342,2,0,37770247,0
342,2,1,37776282,0
342,2,4,37777734,0
342,3,0,37777734,0
342,3,1,37783769,0
342,3,2,37785223,0
342,3,3,37786637,0
342,3,8,37788275,0
343,1,0,37837443,0
343,1,1,37843544,0
343,1,4,37844972,0
343,2,0,37844973,0
343,2,1,37851004,0
343,2,2,37852457,0
343,2,3,37853884,0
343,2,5,37853887,0
343,3,0,37853887,0
343,3,1,37859918,0
343,3,4,37861367,0
343,4,0,37861368,0
343,4,1,37867402,0
343,4,2,37868855,0
343,4,3,37870270,0
343,4,5,37870299,0
343,5,0,37870299,0
343,5,1,37876334,0
343,5,2,37877788,0
343,5,3,37879202,0
343,5,8,37880840,0
344,1,0,37948061,0
344,1,1,37954163,0
344,1,2,37955617,0
344,1,3,37957039,0
344,1,8,37958677,0
345,1,0,37989771,0
345,1,1,37995861,0
345,1,2,37997314,0
345,1,3,37998737,0
345,1,5,37998749,0
345,2,0,37998750,0
345,2,1,38004785,0
345,2,4,38006207,0
345,3,0,38006208,0
345,3,1,38012239,0
345,3,4,38013671,0
345,4,0,38013672,0
345,4,1,38019702,0
345,4,4,38021155,0
345,5,0,38021156,0
345,5,1,38027190,0
345,5,2,38028644,0
345,5,3,38030059,0
345,5,5,38030065,0
345,6,0,38030066,0
345,6,1,38036100,0
345,6,4,38037550,0
345,7,0,38037551,0
345,7,1,38043585,0
345,7,2,38045039,0
345,7,3,38046454,0
345,7,8,38048091,0
346,1,0,38128822,0
346,1,1,38134912,0
346,1,4,38136329,0
346,2,0,38136330,0
346,2,1,38142361,0
346,2,2,38143818,0
346,2,3,38145241,0
346,2,5,38145248,0
346,3,0,38145249,0
346,3,1,38151279,0
346,3,4,38152726,0
346,4,0,38152726,0
346,4,1,38158757,0
346,4,2,38160210,0
346,4,3,38161625,0
346,4,8,38163267,0
347,1,0,38219184,0
347,1,1,38225286,0
347,1,2,38226739,0
347,1,3,38228162,0
347,1,8,38229799,0
348,1,0,38260894,0
348,1,1,38266984,0
348,1,4,38268423,0
348,2,0,38268424,0
348,2,1,38274459,0
348,2,4,38275901,0
348,3,0,38275902,0
348,3,1,38281932,0
348,3,4,38283362,0
348,4,0,38283363,0
348,4,1,38289393,0
348,4,4,38290828,0
348,5,0,38290828,0
348,5,1,38296863,0
348,5,2,38298317,0
348,5,3,38299739,0
348,5,8,38301377,0
349,1,0,38359543,0
349,1,1,38365633,0
349,1,2,38367087,0
349,1,3,38368509,0
349,1,5,38368544,0
349,2,0,38368545,0
349,2,1,38374580,0
349,2,2,38376033,0
349,2,3,38377448,0
349,2,5,38377456,0
349,3,0,38377457,0
349,3,1,38383491,0
349,3,4,38384938,0
349,4,0,38384939,0
349,4,1,38390970,0
349,4,2,38392423,0
349,4,3,38393842,0
349,4,5,38393872,0
349,5,0,38393872,0
349,5,1,38399903,0
349,5,4,38401356,0
349,6,0,38401357,0
349,6,1,38407391,0
349,6,4,38408817,0
349,7,0,38408818,0
349,7,1,38414852,0
349,7,2,38416306,0
349,7,3,38417720,0
349,7,5,38417736,0
349,8,0,38417736,0
349,8,1,38423771,0
349,8,4,38425190,0
349,9,0,38425191,0
349,9,1,38431221,0
349,9,4,38432642,0
349,10,0,38432643,0
349,10,1,38438677,0
349,10,2,38440130,0
349,10,3,38441545,0
349,10,5,38441580,0
349,11,0,38441580,0
349,11,1,38447615,0
349,11,2,38449068,0
349,11,3,38450483,0
349,11,8,38452120,0
350,1,0,38574522,0
350,1,1,38580608,0
350,1,2,38582062,0
350,1,3,38583489,0
350,1,8,38585126,0
351,1,0,38616205,0
351,1,1,38622291,0
351,1,2,38623749,0
351,1,3,38625171,0
351,1,5,38625176,0
351,2,0,38625176,0
351,2,1,38631207,0
351,2,2,38632661,0
351,2,3,38634079,0
351,2,5,38634089,0
351,3,0,38634090,0
351,3,1,38640120,0
351,3,4,38641558,0
351,4,0,38641559,0
351,4,1,38647594,0
351,4,2,38649047,0
351,4,3,38650462,0
351,4,5,38650466,0
351,5,0,38650467,0
351,5,1,38656502,0
351,5,2,38657955,0
351,5,3,38659370,0
351,5,5,38659403,0
351,6,0,38659404,0
351,6,1,38665439,0
351,6,2,38666892,0
351,6,3,38668307,0
351,6,5,38668325,0
351,7,0,38668326,0
351,7,1,38674360,0
351,7,4,38675798,0
351,8,0,38675799,0
351,8,1,38681830,0
351,8,2,38683288,0
351,8,3,38684702,0
351,8,8,38686340,0
352,1,0,38787383,0
352,1,1,38793473,0
352,1,2,38794927,0
352,1,3,38796349,0
