invocation,candidate,label,t_us,overflow
513,12,0,53755641,0
513,12,1,53761671,0
513,12,4,53763103,0
513,13,0,53763104,0
513,13,1,53769134,0
513,13,4,53770550,0
513,14,0,53770551,0
513,14,1,53776586,0
513,14,4,53778028,0
513,15,0,53778029,0
513,15,1,53784063,0
513,15,2,53785517,0
513,15,3,53786931,0
513,15,5,53786961,0
513,16,0,53786962,0
513,16,1,53792996,0
513,16,4,53794441,0
513,17,0,53794442,0
513,17,1,53800473,0
513,17,4,53801903,0
513,18,0,53801904,0
513,18,1,53807938,0
513,18,4,53809370,0
513,19,0,53809371,0
513,19,1,53815406,0
513,19,4,53816835,0
513,20,0,53816835,0
513,20,1,53822870,0
513,20,2,53824323,0
513,20,3,53825738,0
513,20,8,53827375,0
514,1,0,54013322,0
514,1,1,54019408,0
514,1,2,54020861,0
514,1,3,54022284,0
514,1,5,54022318,0
514,2,0,54022319,0
514,2,1,54028353,0
514,2,2,54029807,0
514,2,3,54031222,0
514,2,5,54031239,0
514,3,0,54031240,0
514,3,1,54037274,0
514,3,2,54038728,0
514,3,3,54040143,0
514,3,8,54041780,0
515,1,0,54095441,0
515,1,1,54101526,0
515,1,4,54102964,0
515,2,0,54102965,0
515,2,1,54108995,0
515,2,4,54110419,0
515,3,0,54110420,0
515,3,1,54116454,0
515,3,2,54117908,0
515,3,3,54119330,0
515,3,8,54120968,0
516,1,0,54165608,0
516,1,1,54171706,0
516,1,2,54173163,0
516,1,3,54174586,0
516,1,5,54174622,0
516,2,0,54174622,0
516,2,1,54180653,0
516,2,4,54182098,0
516,3,0,54182099,0
516,3,1,54188134,0
516,3,4,54189558,0
516,4,0,54189558,0
516,4,1,54195593,0
516,4,2,54197047,0
516,4,3,54198461,0
516,4,8,54200098,0
517,1,0,54256028,0
517,1,1,54262114,0
517,1,2,54263572,0
517,1,3,54264994,0
517,1,5,54265011,0
517,2,0,54265012,0
517,2,1,54271043,0
517,2,2,54272496,0
517,2,3,54273915,0
517,2,5,54273936,0
517,3,0,54273937,0
517,3,1,54279968,0
517,3,2,54281421,0
517,3,3,54282840,0
517,3,5,54282870,0
517,4,0,54282871,0
517,4,1,54288901,0
517,4,4,54290318,0
517,5,0,54290319,0
517,5,1,54296353,0
517,5,4,54297771,0
517,6,0,54297772,0
517,6,1,54303807,0
517,6,2,54305260,0
517,6,3,54306675,0
517,6,8,54308312,0
518,1,0,54386806,0
518,1,1,54392908,0
518,1,4,54394328,0
518,2,0,54394329,0
518,2,1,54400360,0
518,2,4,54401795,0
518,3,0,54401795,0
518,3,1,54407829,0
518,3,4,54409265,0
518,4,0,54409266,0
518,4,1,54415301,0
518,4,4,54416739,0
518,5,0,54416740,0
518,5,1,54422774,0
518,5,2,54424228,0
518,5,3,54425650,0
518,5,5,54425669,0
518,6,0,54425670,0
518,6,1,54431701,0
518,6,2,54433158,0
518,6,3,54434573,0
518,6,8,54436210,0
519,1,0,54505677,0
519,1,1,54511763,0
519,1,2,54513220,0
519,1,3,54514643,0
519,1,5,54514679,0
519,2,0,54514680,0
519,2,1,54520710,0
519,2,4,54522160,0
519,3,0,54522161,0
519,3,1,54528195,0
519,3,2,54529649,0
519,3,3,54531064,0
519,3,8,54532705,0
520,1,0,54581844,0
520,1,1,54587933,0
520,1,2,54589387,0
520,1,3,54590810,0
520,1,5,54590826,0
520,2,0,54590826,0
520,2,1,54596861,0
520,2,2,54598314,0
520,2,3,54599729,0
520,2,8,54601366,0
521,1,0,54643759,0
521,1,1,54649857,0
521,1,2,54651310,0
521,1,3,54652737,0
521,1,8,54654374,0
522,1,0,54685469,0
522,1,1,54691554,0
522,1,2,54693012,0
522,1,3,54694435,0
522,1,5,54694446,0
522,2,0,54694446,0
522,2,1,54700477,0
522,2,2,54701930,0
522,2,3,54703349,0
522,2,5,54703367,0
522,3,0,54703368,0
522,3,1,54709399,0
522,3,2,54710852,0
522,3,3,54712267,0
522,3,5,54712283,0
522,4,0,54712283,0
522,4,1,54718318,0
522,4,2,54719771,0
522,4,3,54721186,0
522,4,5,54721224,0
522,5,0,54721224,0
522,5,1,54727259,0
522,5,2,54728712,0
522,5,3,54730127,0
522,5,5,54730150,0
522,6,0,54730151,0
522,6,1,54736185,0
522,6,2,54737639,0
522,6,3,54739053,0
522,6,5,54739071,0
522,7,0,54739072,0
522,7,1,54745107,0
522,7,2,54746560,0
522,7,3,54747975,0
522,7,5,54747985,0
522,8,0,54747986,0
522,8,1,54754021,0
522,8,4,54755473,0
522,9,0,54755474,0
522,9,1,54761504,0
522,9,2,54762962,0
522,9,3,54764377,0
522,9,8,54766014,0
523,1,0,54882868,0
523,1,1,54888953,0
523,1,4,54890389,0
523,2,0,54890390,0
523,2,1,54896424,0
523,2,2,54897878,0
523,2,3,54899300,0
523,2,8,54900937,0
524,1,0,54938796,0
524,1,1,54944886,0
524,1,2,54946340,0
524,1,3,54947762,0
524,1,5,54947797,0
524,2,0,54947798,0
524,2,1,54953832,0
524,2,2,54955286,0
524,2,3,54956701,0
524,2,5,54956721,0
524,3,0,54956722,0
524,3,1,54962756,0
524,3,4,54964182,0
524,4,0,54964183,0
524,4,1,54970214,0
524,4,2,54971667,0
524,4,3,54973086,0
524,4,5,54973090,0
524,5,0,54973091,0
524,5,1,54979121,0
524,5,2,54980575,0
524,5,3,54981989,0
524,5,5,54981999,0
524,6,0,54981999,0
524,6,1,54988034,0
524,6,2,54989487,0
524,6,3,54990902,0
524,6,8,54992539,0
525,1,0,55075540,0
525,1,1,55081625,0
525,1,4,55083056,0
525,2,0,55083057,0
525,2,1,55089088,0
525,2,2,55090542,0
525,2,3,55091964,0
525,2,5,55091968,0
525,3,0,55091968,0
525,3,1,55098003,0
525,3,2,55099457,0
525,3,3,55100871,0
525,3,8,55102508,0
526,1,0,55151663,0
526,1,1,55157765,0
526,1,4,55159205,0
526,2,0,55159206,0
526,2,1,55165240,0
526,2,4,55166670,0
526,3,0,55166671,0
526,3,1,55172706,0
526,3,2,55174159,0
526,3,3,55175582,0
526,3,8,55177219,0
527,1,0,55221860,0
527,1,1,55227950,0
527,1,2,55229403,0
527,1,3,55230826,0
527,1,8,55232463,0
528,1,0,55263554,0
528,1,1,55269640,0
528,1,2,55271093,0
528,1,3,55272516,0
528,1,5,55272523,0
528,2,0,55272524,0
528,2,1,55278559,0
528,2,2,55280012,0
528,2,3,55281427,0
528,2,8,55283068,0
529,1,0,55325440,0
529,1,1,55331526,0
529,1,4,55332952,0
529,2,0,55332953,0
529,2,1,55338983,0
529,2,4,55340431,0
529,3,0,55340432,0
529,3,1,55346466,0
529,3,2,55347920,0
529,3,3,55349343,0
529,3,5,55349355,0
529,4,0,55349356,0
529,4,1,55355391,0
529,4,4,55356820,0
529,5,0,55356821,0
529,5,1,55362856,0
529,5,2,55364309,0
529,5,3,55365724,0
529,5,5,55365734,0
529,6,0,55365734,0
529,6,1,55371765,0
529,6,4,55373210,0
529,7,0,55373211,0
529,7,1,55379241,0
529,7,4,55380662,0
529,8,0,55380663,0
529,8,1,55386697,0
529,8,4,55388143,0
529,9,0,55388143,0
529,9,1,55394178,0
529,9,4,55395601,0
529,10,0,55395602,0
529,10,1,55401633,0
529,10,2,55403090,0
529,10,3,55404505,0
529,10,5,55404514,0
529,11,0,55404515,0
529,11,1,55410546,0
529,11,2,55411999,0
529,11,3,55413418,0
529,11,5,55413447,0
529,12,0,55413448,0
529,12,1,55419478,0
529,12,2,55420932,0
529,12,3,55422346,0
529,12,5,55422382,0
529,13,0,55422383,0
529,13,1,55428417,0
529,13,4,55429859,0
529,14,0,55429860,0
529,14,1,55435894,0
529,14,4,55437328,0
529,15,0,55437329,0
529,15,1,55443363,0
529,15,4,55444816,0
529,16,0,55444817,0
529,16,1,55450847,0
529,16,2,55452301,0
529,16,3,55453720,0
529,16,5,55453751,0
529,17,0,55453752,0
529,17,1,55459782,0
529,17,4,55461217,0
529,18,0,55461218,0
529,18,1,55467253,0
529,18,2,55468706,0
529,18,3,55470121,0
529,18,5,55470122,0
529,19,0,55470123,0
529,19,1,55476158,0
529,19,2,55477611,0
529,19,3,55479026,0
529,19,5,55479032,0
529,20,0,55479033,0
529,20,1,55485068,0
529,20,2,55486521,0
529,20,3,55487936,0
529,20,5,55487959,0
529,21,0,55487960,0
529,21,1,55493994,0
529,21,4,55495440,0
529,22,0,55495441,0
529,22,1,55501471,0
529,22,4,55502914,0
529,23,0,55502915,0
529,23,1,55508945,0
529,23,2,55510399,0
529,23,3,55511813,0
529,23,5,55511826,0
529,24,0,55511827,0
529,24,1,55517861,0
529,24,4,55519276,0
529,25,0,55519277,0
529,25,1,55525312,0
529,25,2,55526765,0
529,25,3,55528180,0
529,25,8,55529817,0
530,1,0,55774629,0
530,1,1,55780727,0
530,1,2,55782180,0
530,1,3,55783607,0
530,1,8,55785244,0
531,1,0,55816355,0
531,1,1,55822452,0
531,1,4,55823874,0
531,2,0,55823875,0
531,2,1,55829906,0
531,2,2,55831359,0
531,2,3,55832786,0
531,2,5,55832805,0
531,3,0,55832806,0
531,3,1,55838837,0
531,3,4,55840256,0
531,4,0,55840257,0
531,4,1,55846292,0
531,4,2,55847745,0
531,4,3,55849160,0
531,4,5,55849181,0
531,5,0,55849182,0
531,5,1,55855217,0
531,5,2,55856670,0
531,5,3,55858085,0
531,5,8,55859722,0
532,1,0,55926932,0
532,1,1,55933022,0
532,1,4,55934463,0
532,2,0,55934464,0
532,2,1,55940495,0
532,2,2,55941948,0
532,2,3,55943375,0
532,2,5,55943379,0
532,3,0,55943380,0
532,3,1,55949410,0
532,3,2,55950864,0
532,3,3,55952278,0
532,3,8,55953920,0
533,1,0,56003066,0
533,1,1,56009152,0
533,1,4,56010585,0
533,2,0,56010585,0
533,2,1,56016620,0
533,2,4,56018065,0
533,3,0,56018066,0
533,3,1,56024100,0
533,3,4,56025530,0
533,4,0,56025530,0
533,4,1,56031561,0
533,4,2,56033019,0
533,4,3,56034441,0
533,4,5,56034458,0
533,5,0,56034459,0
533,5,1,56040490,0
533,5,2,56041943,0
533,5,3,56043362,0
533,5,5,56043378,0
533,6,0,56043379,0
533,6,1,56049410,0
533,6,4,56050835,0
533,7,0,56050836,0
533,7,1,56056870,0
533,7,2,56058324,0
533,7,3,56059738,0
533,7,8,56061376,0
534,1,0,56142115,0
534,1,1,56148206,0
534,1,4,56149625,0
534,2,0,56149626,0
534,2,1,56155660,0
534,2,4,56157104,0
534,3,0,56157105,0
534,3,1,56163139,0
534,3,2,56164593,0
534,3,3,56166015,0
534,3,5,56166053,0
534,4,0,56166054,0
534,4,1,56172085,0
534,4,4,56173510,0
534,5,0,56173511,0
534,5,1,56179542,0
534,5,4,56180987,0
534,6,0,56180988,0
534,6,1,56187022,0
534,6,2,56188476,0
534,6,3,56189890,0
534,6,5,56189920,0
534,7,0,56189920,0
534,7,1,56195955,0
534,7,2,56197408,0
534,7,3,56198823,0
534,7,8,56200460,0
535,1,0,56281204,0
535,1,1,56287294,0
535,1,4,56288710,0
535,2,0,56288711,0
535,2,1,56294745,0
535,2,2,56296199,0
535,2,3,56297621,0
535,2,5,56297640,0
535,3,0,56297641,0
535,3,1,56303675,0
535,3,2,56305129,0
535,3,3,56306543,0
535,3,8,56308181,0
536,1,0,56357320,0
536,1,1,56363410,0
536,1,2,56364863,0
536,1,3,56366286,0
536,1,5,56366288,0
536,2,0,56366289,0
536,2,1,56372320,0
536,2,2,56373777,0
536,2,3,56375192,0
536,2,8,56376829,0
537,1,0,56419201,0
537,1,1,56425291,0
537,1,4,56426742,0
537,2,0,56426743,0
537,2,1,56432777,0
537,2,4,56434195,0
537,3,0,56434196,0
537,3,1,56440226,0
537,3,2,56441680,0
537,3,3,56443106,0
537,3,5,56443115,0
537,4,0,56443116,0
537,4,1,56449147,0
537,4,4,56450589,0
537,5,0,56450590,0
537,5,1,56456625,0
537,5,4,56458044,0
537,6,0,56458045,0
537,6,1,56464080,0
537,6,2,56465534,0
537,6,3,56466948,0
537,6,8,56468586,0
538,1,0,56538040,0
538,1,1,56544130,0
538,1,2,56545584,0
538,1,3,56547006,0
538,1,5,56547020,0
538,2,0,56547021,0
538,2,1,56553055,0
538,2,2,56554509,0
538,2,3,56555924,0
538,2,5,56555961,0
538,3,0,56555962,0
538,3,1,56561993,0
538,3,2,56563450,0
538,3,3,56564865,0
538,3,5,56564872,0
538,4,0,56564873,0
538,4,1,56570903,0
538,4,4,56572323,0
538,5,0,56572323,0
538,5,1,56578358,0
538,5,2,56579811,0
538,5,3,56581226,0
538,5,5,56581234,0
538,6,0,56581235,0
538,6,1,56587270,0
538,6,2,56588724,0
538,6,3,56590138,0
538,6,5,56590149,0
538,7,0,56590150,0
538,7,1,56596184,0
538,7,2,56597638,0
538,7,3,56599053,0
538,7,5,56599068,0
538,8,0,56599069,0
538,8,1,56605104,0
538,8,2,56606557,0
538,8,3,56607972,0
538,8,8,56609609,0
539,1,0,56715179,0
539,1,1,56721265,0
539,1,2,56722722,0
539,1,3,56724145,0
539,1,8,56725782,0
540,1,0,56756877,0
540,1,1,56762978,0
540,1,4,56764412,0
540,2,0,56764413,0
540,2,1,56770443,0
540,2,4,56771867,0
540,3,0,56771868,0
540,3,1,56777902,0
540,3,4,56779338,0
540,4,0,56779339,0
540,4,1,56785373,0
540,4,2,56786827,0
540,4,3,56788250,0
540,4,5,56788275,0
540,5,0,56788276,0
540,5,1,56794311,0
540,5,4,56795728,0
540,6,0,56795728,0
540,6,1,56801759,0
540,6,2,56803216,0
540,6,3,56804631,0
540,6,8,56806268,0
541,1,0,56875747,0
541,1,1,56881845,0
541,1,4,56883265,0
541,2,0,56883266,0
541,2,1,56889296,0
541,2,2,56890750,0
541,2,3,56892172,0
541,2,8,56893814,0
542,1,0,56931679,0
542,1,1,56937769,0
542,1,2,56939223,0
542,1,3,56940645,0
542,1,5,56940668,0
542,2,0,56940669,0
542,2,1,56946704,0
542,2,2,56948157,0
542,2,3,56949572,0
542,2,8,56951209,0
543,1,0,56993600,0
543,1,1,56999697,0
543,1,4,57001147,0
543,2,0,57001147,0
543,2,1,57007182,0
543,2,4,57008598,0
543,3,0,57008599,0
543,3,1,57014634,0
543,3,2,57016087,0
543,3,3,57017510,0
543,3,5,57017525,0
543,4,0,57017526,0
543,4,1,57023560,0
543,4,4,57025010,0
543,5,0,57025011,0
543,5,1,57031041,0
543,5,2,57032495,0
543,5,3,57033914,0
543,5,8,57035551,0
544,1,0,57098255,0
544,1,1,57104357,0
544,1,2,57105811,0
544,1,3,57107233,0
544,1,8,57108871,0
545,1,0,57139973,0
545,1,1,57146063,0
545,1,4,57147498,0
545,2,0,57147499,0
545,2,1,57153533,0
545,2,2,57154987,0
545,2,3,57156410,0
545,2,8,57158047,0
546,1,0,57195901,0
546,1,1,57201987,0
546,1,2,57203444,0
546,1,3,57204867,0
546,1,5,57204899,0
546,2,0,57204899,0
546,2,1,57210930,0
546,2,4,57212373,0
546,3,0,57212374,0
546,3,1,57218408,0
546,3,4,57219829,0
546,4,0,57219830,0
546,4,1,57225865,0
546,4,2,57227318,0
546,4,3,57228733,0
546,4,5,57228744,0
546,5,0,57228745,0
546,5,1,57234780,0
546,5,4,57236207,0
546,6,0,57236208,0
546,6,1,57242239,0
546,6,4,57243659,0
546,7,0,57243660,0
546,7,1,57249690,0
546,7,2,57251143,0
546,7,3,57252558,0
546,7,8,57254199,0
547,1,0,57334951,0
547,1,1,57341049,0
547,1,2,57342502,0
547,1,3,57343929,0
547,1,8,57345566,0
548,1,0,57376661,0
548,1,1,57382751,0
548,1,2,57384204,0
548,1,3,57385627,0
548,1,5,57385647,0
548,2,0,57385648,0
548,2,1,57391678,0
548,2,4,57393113,0
548,3,0,57393114,0
548,3,1,57399145,0
548,3,2,57400598,0
548,3,3,57402013,0
548,3,8,57403655,0
549,1,0,57452802,0
549,1,1,57458888,0
549,1,2,57460341,0
549,1,3,57461764,0
549,1,5,57461772,0
549,2,0,57461773,0
549,2,1,57467807,0
549,2,2,57469261,0
549,2,3,57470676,0
549,2,5,57470684,0
549,3,0,57470685,0
549,3,1,57476719,0
549,3,2,57478173,0
549,3,3,57479588,0
549,3,5,57479623,0
549,4,0,57479624,0
549,4,1,57485659,0
549,4,2,57487112,0
549,4,3,57488527,0
549,4,5,57488541,0
549,5,0,57488541,0
549,5,1,57494576,0
549,5,4,57496009,0
549,6,0,57496010,0
549,6,1,57502040,0
549,6,2,57503498,0
549,6,3,57504913,0
549,6,8,57506550,0
550,1,0,57589542,0
550,1,1,57595632,0
550,1,2,57597086,0
550,1,3,57598508,0
550,1,8,57600146,0
551,1,0,57631238,0
551,1,1,57637328,0
551,1,2,57638781,0
551,1,3,57640204,0
551,1,5,57640210,0
551,2,0,57640211,0
551,2,1,57646245,0
551,2,2,57647699,0
551,2,3,57649113,0
551,2,5,57649148,0
551,3,0,57649148,0
551,3,1,57655183,0
551,3,2,57656637,0
551,3,3,57658051,0
551,3,5,57658079,0
551,4,0,57658080,0
551,4,1,57664115,0
551,4,4,57665545,0
551,5,0,57665546,0
551,5,1,57671577,0
551,5,4,57673012,0
551,6,0,57673013,0
551,6,1,57679043,0
551,6,2,57680497,0
551,6,3,57681912,0
551,6,8,57683553,0
552,1,0,57762033,0
552,1,1,57768123,0
552,1,2,57769576,0
552,1,3,57770999,0
552,1,5,57771022,0
552,2,0,57771023,0
552,2,1,57777057,0
552,2,4,57778477,0
552,3,0,57778478,0
552,3,1,57784513,0
552,3,4,57785949,0
552,4,0,57785949,0
552,4,1,57791980,0
552,4,2,57793437,0
552,4,3,57794852,0
552,4,5,57794870,0
552,5,0,57794871,0
552,5,1,57800901,0
552,5,2,57802355,0
552,5,3,57803774,0
552,5,5,57803782,0
552,6,0,57803783,0
552,6,1,57809814,0
552,6,2,57811267,0
552,6,3,57812682,0
552,6,5,57812690,0
552,7,0,57812691,0
552,7,1,57818726,0
552,7,4,57820168,0
552,8,0,57820169,0
552,8,1,57826203,0
552,8,4,57827618,0
552,9,0,57827619,0
552,9,1,57833653,0
552,9,2,57835107,0
552,9,3,57836522,0
552,9,8,57838159,0
553,1,0,57941467,0
553,1,1,57947557,0
553,1,2,57949011,0
553,1,3,57950433,0
553,1,5,57950441,0
553,2,0,57950442,0
553,2,1,57956476,0
553,2,2,57957930,0
553,2,3,57959344,0
553,2,5,57959348,0
553,3,0,57959349,0
553,3,1,57965383,0
553,3,4,57966812,0
553,4,0,57966813,0
553,4,1,57972847,0
553,4,2,57974301,0
553,4,3,57975715,0
553,4,8,57977353,0
554,1,0,58037776,0
554,1,1,58043865,0
554,1,4,58045315,0
554,2,0,58045316,0
554,2,1,58051346,0
554,2,2,58052804,0
554,2,3,58054227,0
554,2,5,58054234,0
554,3,0,58054235,0
554,3,1,58060265,0
554,3,4,58061697,0
554,4,0,58061698,0
554,4,1,58067733,0
554,4,4,58069169,0
554,5,0,58069170,0
554,5,1,58075205,0
554,5,2,58076658,0
554,5,3,58078073,0
554,5,5,58078075,0
554,6,0,58078076,0
554,6,1,58084110,0
554,6,4,58085531,0
554,7,0,58085531,0
554,7,1,58091562,0
554,7,2,58093020,0
554,7,3,58094434,0
554,7,5,58094437,0
554,8,0,58094438,0
554,8,1,58100468,0
554,8,4,58101886,0
554,9,0,58101886,0
554,9,1,58107921,0
554,9,4,58109364,0
554,10,0,58109365,0
554,10,1,58115400,0
554,10,2,58116853,0
554,10,3,58118268,0
554,10,5,58118278,0
554,11,0,58118278,0
554,11,1,58124313,0
554,11,4,58125761,0
554,12,0,58125762,0
554,12,1,58131793,0
554,12,4,58133218,0
554,13,0,58133219,0
554,13,1,58139249,0
554,13,4,58140703,0
554,14,0,58140703,0
554,14,1,58146738,0
554,14,4,58148163,0
554,15,0,58148164,0
554,15,1,58154199,0
554,15,4,58155614,0
554,16,0,58155614,0
554,16,1,58161645,0
554,16,2,58163102,0
554,16,3,58164517,0
554,16,8,58166154,0
555,1,0,58319289,0
555,1,1,58325379,0
555,1,4,58326808,0
555,2,0,58326809,0
555,2,1,58332844,0
555,2,2,58334297,0
555,2,3,58335720,0
555,2,5,58335721,0
555,3,0,58335722,0
555,3,1,58341752,0
555,3,2,58343210,0
555,3,3,58344625,0
555,3,8,58346262,0
556,1,0,58395401,0
556,1,1,58401487,0
556,1,2,58402944,0
556,1,3,58404367,0
556,1,8,58406004,0
557,1,0,58437103,0
557,1,1,58443205,0
557,1,2,58444658,0
557,1,3,58446081,0
557,1,5,58446110,0
557,2,0,58446111,0
557,2,1,58452141,0
557,2,2,58453599,0
557,2,3,58455014,0
557,2,8,58456651,0
558,1,0,58499031,0
558,1,1,58505117,0
558,1,4,58506535,0
558,2,0,58506535,0
558,2,1,58512566,0
558,2,4,58513986,0
558,3,0,58513987,0
558,3,1,58520017,0
558,3,4,58521461,0
558,4,0,58521461,0
558,4,1,58527496,0
558,4,2,58528949,0
558,4,3,58530372,0
558,4,5,58530405,0
558,5,0,58530406,0
558,5,1,58536440,0
558,5,2,58537894,0
558,5,3,58539309,0
558,5,8,58540946,0
559,1,0,58603638,0
559,1,1,58609724,0
559,1,2,58611178,0
559,1,3,58612600,0
559,1,8,58614241,0
560,1,0,58645325,0
560,1,1,58651410,0
560,1,2,58652868,0
560,1,3,58654290,0
560,1,5,58654296,0
560,2,0,58654297,0
560,2,1,58660327,0
560,2,2,58661781,0
560,2,3,58663200,0
560,2,8,58664837,0
561,1,0,58707220,0
561,1,1,58713322,0
561,1,2,58714776,0
561,1,3,58716198,0
561,1,8,58717835,0
562,1,0,58748930,0
562,1,1,58755020,0
562,1,2,58756474,0
562,1,3,58757896,0
562,1,5,58757911,0
562,2,0,58757911,0
562,2,1,58763946,0
562,2,4,58765386,0
562,3,0,58765386,0
562,3,1,58771417,0
562,3,4,58772874,0
562,4,0,58772875,0
562,4,1,58778905,0
562,4,2,58780359,0
562,4,3,58781773,0
562,4,5,58781800,0
562,5,0,58781801,0
562,5,1,58787835,0
562,5,4,58789277,0
562,6,0,58789278,0
562,6,1,58795312,0
562,6,4,58796754,0
562,7,0,58796755,0
562,7,1,58802789,0
562,7,4,58804239,0
562,8,0,58804240,0
562,8,1,58810271,0
562,8,2,58811724,0
562,8,3,58813143,0
562,8,8,58814780,0
563,1,0,58902291,0
563,1,1,58908380,0
563,1,2,58909834,0
563,1,3,58911256,0
563,1,8,58912898,0
564,1,0,58943981,0
564,1,1,58950066,0
564,1,2,58951520,0
564,1,3,58952947,0
564,1,8,58954584,0
565,1,0,58985671,0
565,1,1,58991757,0
565,1,4,58993198,0
565,2,0,58993198,0
565,2,1,58999229,0
565,2,4,59000649,0
565,3,0,59000650,0
565,3,1,59006684,0
565,3,4,59008132,0
565,4,0,59008133,0
565,4,1,59014168,0
565,4,4,59015602,0
565,5,0,59015602,0
565,5,1,59021633,0
565,5,2,59023090,0
565,5,3,59024513,0
565,5,5,59024523,0
565,6,0,59024524,0
565,6,1,59030554,0
565,6,2,59032008,0
565,6,3,59033427,0
565,6,8,59035064,0
566,1,0,59104515,0
566,1,1,59110600,0
566,1,2,59112054,0
566,1,3,59113481,0
566,1,5,59113503,0
566,2,0,59113504,0
566,2,1,59119534,0
566,2,4,59120967,0
566,3,0,59120968,0
566,3,1,59127002,0
566,3,4,59128431,0
566,4,0,59128432,0
566,4,1,59134466,0
566,4,4,59135886,0
566,5,0,59135887,0
566,5,1,59141917,0
566,5,4,59143366,0
566,6,0,59143367,0
566,6,1,59149398,0
566,6,4,59150825,0
566,7,0,59150826,0
566,7,1,59156861,0
566,7,2,59158314,0
566,7,3,59159729,0
566,7,5,59159735,0
566,8,0,59159736,0
566,8,1,59165771,0
566,8,4,59167192,0
566,9,0,59167193,0
566,9,1,59173227,0
566,9,4,59174663,0
566,10,0,59174664,0
566,10,1,59180694,0
566,10,2,59182147,0
566,10,3,59183566,0
566,10,5,59183568,0
566,11,0,59183568,0
566,11,1,59189599,0
566,11,4,59191017,0
566,12,0,59191017,0
566,12,1,59197052,0
566,12,4,59198504,0
566,13,0,59198505,0
566,13,1,59204539,0
566,13,2,59205993,0
566,13,3,59207408,0
566,13,8,59209045,0
567,1,0,59336490,0
567,1,1,59342576,0
567,1,4,59344015,0
567,2,0,59344016,0
567,2,1,59350046,0
567,2,2,59351500,0
567,2,3,59352927,0
567,2,8,59354564,0
568,1,0,59392418,0
568,1,1,59398508,0
568,1,4,59399957,0
568,2,0,59399958,0
568,2,1,59405992,0
568,2,4,59407413,0
568,3,0,59407414,0
568,3,1,59413449,0
568,3,2,59414902,0
568,3,3,59416325,0
568,3,8,59417962,0
569,1,0,59462587,0
569,1,1,59468677,0
569,1,2,59470130,0
569,1,3,59471553,0
569,1,5,59471571,0
569,2,0,59471572,0
569,2,1,59477606,0
569,2,2,59479060,0
569,2,3,59480474,0
569,2,5,59480482,0
569,3,0,59480482,0
569,3,1,59486517,0
569,3,4,59487964,0
569,4,0,59487965,0
569,4,1,59493999,0
569,4,4,59495415,0
569,5,0,59495416,0
569,5,1,59501446,0
569,5,2,59502904,0
569,5,3,59504318,0
569,5,5,59504330,0
569,6,0,59504331,0
569,6,1,59510361,0
569,6,4,59511789,0
569,7,0,59511790,0
569,7,1,59517824,0
569,7,2,59519278,0
569,7,3,59520692,0
569,7,8,59522329,0
570,1,0,59607583,0
570,1,1,59613673,0
570,1,2,59615127,0
570,1,3,59616549,0
570,1,5,59616572,0
570,2,0,59616573,0
570,2,1,59622603,0
570,2,4,59624048,0
570,3,0,59624049,0
570,3,1,59630079,0
570,3,2,59631533,0
570,3,3,59632952,0
570,3,8,59634589,0
571,1,0,59683731,0
571,1,1,59689817,0
571,1,2,59691270,0
571,1,3,59692693,0
571,1,8,59694334,0
572,1,0,59725418,0
572,1,1,59731504,0
572,1,2,59732962,0
572,1,3,59734384,0
572,1,8,59736021,0
573,1,0,59767105,0
573,1,1,59773195,0
573,1,2,59774649,0
573,1,3,59776071,0
573,1,5,59776080,0
573,2,0,59776081,0
573,2,1,59782111,0
573,2,4,59783544,0
573,3,0,59783544,0
573,3,1,59789575,0
573,3,4,59790993,0
573,4,0,59790994,0
573,4,1,59797028,0
573,4,2,59798482,0
573,4,3,59799896,0
573,4,8,59801534,0
574,1,0,59857447,0
574,1,1,59863536,0
574,1,4,59864952,0
574,2,0,59864953,0
574,2,1,59870983,0
574,2,4,59872434,0
574,3,0,59872435,0
574,3,1,59878469,0
574,3,2,59879923,0
574,3,3,59881345,0
574,3,5,59881351,0
574,4,0,59881352,0
574,4,1,59887387,0
574,4,2,59888840,0
574,4,3,59890255,0
574,4,5,59890260,0
574,5,0,59890261,0
574,5,1,59896295,0
574,5,4,59897746,0
574,6,0,59897747,0
574,6,1,59903781,0
574,6,4,59905197,0
574,7,0,59905198,0
574,7,1,59911228,0
574,7,4,59912673,0
574,8,0,59912673,0
574,8,1,59918708,0
574,8,4,59920143,0
574,9,0,59920144,0
574,9,1,59926178,0
574,9,2,59927632,0
574,9,3,59929046,0
574,9,5,59929069,0
574,10,0,59929070,0
574,10,1,59935105,0
574,10,4,59936542,0
574,11,0,59936543,0
574,11,1,59942573,0
574,11,2,59944031,0
574,11,3,59945446,0
574,11,5,59945458,0
574,12,0,59945459,0
574,12,1,59951489,0
574,12,2,59952947,0
574,12,3,59954361,0
574,12,8,59955999,0
575,1,0,60080918,0
575,1,1,60087008,0
575,1,2,60088461,0
575,1,3,60089884,0
575,1,5,60089901,0
575,2,0,60089902,0
575,2,1,60095937,0
575,2,2,60097390,0
575,2,3,60098805,0
575,2,5,60098835,0
575,3,0,60098835,0
575,3,1,60104870,0
575,3,2,60106324,0
575,3,3,60107738,0
575,3,5,60107760,0
575,4,0,60107761,0
575,4,1,60113795,0
575,4,2,60115249,0
575,4,3,60116663,0
575,4,5,60116675,0
575,5,0,60116675,0
575,5,1,60122710,0
