board,set,invocation,key,message,partition,attempt,reason,entry_us,z_check_us,w0_check_us,ct0_check_us,hint_check_us,exit_us,attempt_us
rp2040_1,65,0,0,0,diagnostic_calibration,1,0,56954,91484,99568,107518,108205,108211,51257
rp2040_1,65,1,1,0,diagnostic_calibration,1,2,56977,91487,99571,0,0,99669,42692
rp2040_1,65,1,1,0,diagnostic_calibration,2,0,99674,134050,142113,150059,150746,150750,51076
rp2040_1,65,2,2,0,diagnostic_calibration,1,0,56992,91525,99609,107559,108246,108252,51260
rp2040_1,65,3,3,0,diagnostic_calibration,1,0,56997,91515,99598,107548,108234,108240,51243
rp2040_1,65,4,4,0,diagnostic_calibration,1,2,56968,91478,99561,0,0,99686,42718
rp2040_1,65,4,4,0,diagnostic_calibration,2,2,99690,134076,142141,0,0,142146,42456
rp2040_1,65,4,4,0,diagnostic_calibration,3,0,142147,176488,184551,192498,193184,193187,51040
rp2040_1,65,5,5,0,diagnostic_holdout,1,0,56991,91527,99610,107561,108248,108254,51263
rp2040_1,65,6,6,0,diagnostic_holdout,1,2,56978,91498,99581,0,0,99706,42728
rp2040_1,65,6,6,0,diagnostic_holdout,2,1,99711,134099,0,0,0,134120,34409
rp2040_1,65,6,6,0,diagnostic_holdout,3,0,134122,168437,176499,184446,185133,185136,51014
rp2040_1,65,7,7,0,diagnostic_holdout,1,1,56993,91513,0,0,0,91560,34567
rp2040_1,65,7,7,0,diagnostic_holdout,2,1,91566,125927,0,0,0,126033,34467
rp2040_1,65,7,7,0,diagnostic_holdout,3,2,126037,160376,168447,0,0,168545,42508
rp2040_1,65,7,7,0,diagnostic_holdout,4,2,168548,202888,210950,0,0,211017,42469
rp2040_1,65,7,7,0,diagnostic_holdout,5,0,211018,245348,253409,261356,262041,262044,51026
rp2040_1,65,8,8,0,diagnostic_holdout,1,1,56965,91476,0,0,0,91552,34587
rp2040_1,65,8,8,0,diagnostic_holdout,2,1,91557,125924,0,0,0,125961,34404
rp2040_1,65,8,8,0,diagnostic_holdout,3,2,125963,160285,168356,0,0,168494,42531
rp2040_1,65,8,8,0,diagnostic_holdout,4,2,168495,202828,210889,0,0,210991,42496
rp2040_1,65,8,8,0,diagnostic_holdout,5,1,210992,245316,0,0,0,245351,34359
rp2040_1,65,8,8,0,diagnostic_holdout,6,1,245351,279665,0,0,0,279772,34421
rp2040_1,65,8,8,0,diagnostic_holdout,7,0,279773,314081,322141,330088,330774,330777,51004
rp2040_1,65,9,9,0,diagnostic_holdout,1,1,56999,91531,0,0,0,91619,34620
rp2040_1,65,9,9,0,diagnostic_holdout,2,2,91624,125984,134056,0,0,134180,42556
rp2040_1,65,9,9,0,diagnostic_holdout,3,1,134182,168526,0,0,0,168597,34415
rp2040_1,65,9,9,0,diagnostic_holdout,4,1,168598,202907,0,0,0,202914,34316
rp2040_1,65,9,9,0,diagnostic_holdout,5,0,202915,237229,245291,253239,253925,253928,51013
rp2040_1,65,10,0,1,diagnostic_calibration,1,1,56967,91486,0,0,0,91507,34540
rp2040_1,65,10,0,1,diagnostic_calibration,2,1,91511,125862,0,0,0,125955,34444
rp2040_1,65,10,0,1,diagnostic_calibration,3,2,125956,160274,168344,0,0,168370,42414
rp2040_1,65,10,0,1,diagnostic_calibration,4,0,168371,202700,210765,218713,219400,219403,51032
rp2040_1,65,11,1,1,diagnostic_calibration,1,1,56968,91506,0,0,0,91534,34566
rp2040_1,65,11,1,1,diagnostic_calibration,2,2,91539,125908,133981,0,0,134029,42490
rp2040_1,65,11,1,1,diagnostic_calibration,3,2,134031,168366,176428,0,0,176523,42492
rp2040_1,65,11,1,1,diagnostic_calibration,4,1,176524,210850,0,0,0,210903,34379
rp2040_1,65,11,1,1,diagnostic_calibration,5,1,210904,245215,0,0,0,245246,34342
rp2040_1,65,11,1,1,diagnostic_calibration,6,2,245247,279565,287626,0,0,287642,42395
rp2040_1,65,11,1,1,diagnostic_calibration,7,1,287643,321969,0,0,0,322003,34360
rp2040_1,65,11,1,1,diagnostic_calibration,8,1,322003,356314,0,0,0,356345,34342
rp2040_1,65,11,1,1,diagnostic_calibration,9,1,356346,390657,0,0,0,390669,34323
rp2040_1,65,11,1,1,diagnostic_calibration,10,2,390669,424977,433038,0,0,433042,42373
rp2040_1,65,11,1,1,diagnostic_calibration,11,1,433043,467378,0,0,0,467389,34346
rp2040_1,65,11,1,1,diagnostic_calibration,12,2,467390,501698,509759,0,0,509787,42397
rp2040_1,65,11,1,1,diagnostic_calibration,13,2,509788,544114,552175,0,0,552228,42440
rp2040_1,65,11,1,1,diagnostic_calibration,14,0,552228,586560,594621,602568,603254,603258,51030
rp2040_1,65,12,2,1,diagnostic_calibration,1,1,56983,91501,0,0,0,91555,34572
rp2040_1,65,12,2,1,diagnostic_calibration,2,2,91560,125913,133987,0,0,133996,42436
rp2040_1,65,12,2,1,diagnostic_calibration,3,1,133998,168330,0,0,0,168411,34413
